date,average_rating,y/y
2008,66.68951878707976,0
2009,66.37858743584182,-0.4662372092242163
2010,62.466584917228694,-5.893470574971593
2011,64.30379321920107,2.9411057198128665
2012,64.28931652289316,-0.022512974092462296
2013,60.72044479126024,-5.551267185057189
2014,63.03355112131379,3.809435747721146
2015,65.04685059864654,3.1940124608527505
2016,65.84445751249632,1.2262037385502143
2017,68.7353485502776,4.390485011183574
2018,69.5897000565931,1.2429579893532745
2019,69.64080164439876,0.07343268869402118
2020,68.56423089756423,-1.5458908016764954
2021,68.32844805024862,-0.3438860820416218
2022,69.48213863259996,1.6884483919536835
