date,average_rating,y/y
2008,61.060164661177964,0
2009,62.67145577289251,2.6388581174904715
2010,63.475110397430754,1.2823295942741675
2011,63.37457952907256,-0.15837840647892865
2012,62.50183342063908,-1.3771233117737955
2013,62.67958927074602,0.2844010173439856
2014,64.38061088977423,2.7138365755407334
2015,60.25681705503223,-6.405335050023574
2016,61.07278761061947,1.3541547586923162
2017,63.48906048906049,3.956382167859117
2018,65.18571428571428,2.6723561249518477
2019,65.72017146939747,0.819899251760314
2020,65.5378715244487,-0.2773881152054732
