date,average_rating,y/y
2008,56.78260869565217,0
2009,57.96264900662251,2.0781720637303094
2010,59.790179932906376,3.1529458325396047
2011,60.282139184093246,0.8228094508812697
2012,62.100125944584384,3.015796693842035
2013,60.855761316872425,-2.003803710192762
2014,60.37041491280818,-0.7975356705128942
2015,62.64975798644724,3.7755961706260805
2016,60.94639556377079,-2.7188651280104383
2017,62.63843137254902,2.776268872221952
2018,63.377938517179025,1.18059652584801
2019,60.51652892561984,-4.514835380427501
2020,64.37636572742956,6.37815299445512
2021,68.35066609368285,6.1735394990772425
2022,67.34280391243595,-1.474546246360636
