date,average_rating,y/y
2008,45.695550351288055,0
2009,50.22237017310253,9.90647839234718
2010,51.34637159032424,2.2380493261221757
2011,54.05621135469365,5.277568171691527
2012,57.28993055555556,5.982141773946436
2013,54.99914015477214,-3.998591687176117
2014,54.56605593056895,-0.7874381726413489
2015,53.72821148285832,-1.5354682199804246
2016,46.665126199786705,-13.14595272787938
2017,49.77161100196464,6.656972894229803
2018,54.574789915966385,9.650438909466185
2019,54.39705882352941,-0.3256651884700605
2020,53.142731664470794,-2.305873122897704
2021,55.86225266362253,5.117390307148816
2022,59.101032779524026,5.7977971912518145
