date,average_rating,y/y
2008,60.08066184074457,0
2009,60.55037715517241,0.781807823077775
2010,59.882876468494125,-1.1023889825949134
2011,62.421502976190474,4.239319580835407
2012,61.762084592145015,-1.056396197792581
2013,61.54350490196079,-0.35390594671091674
2014,62.52183474709393,1.5896557186524103
2015,62.53855494839102,0.026742979256315667
2016,61.512150389729484,-1.6412348502592635
2017,63.433953033268104,3.1242650945584525
2018,63.936125211505924,0.7916457263422559
2019,65.01014436207569,1.6798314677607142
2020,65.61840539468464,0.935640181355736
2021,68.11472926921621,3.804304386119358
2022,68.61587837837838,0.7357426426543255
