date,average_rating,y/y
2008,61.42732659463228,0
2009,61.0497542997543,-0.6146650290832814
2010,61.05806654111739,0.013615519764879083
2011,61.35781611239552,0.4909254227306257
2012,62.18254355968083,1.3441277730201036
2013,59.177013806345435,-4.833397897998147
2014,59.78594664931685,1.0290023166159126
2015,60.6199231154939,1.39493729365675
2016,60.206064232994216,-0.6827109986780948
2017,62.37636041508479,3.6047800329409427
2018,65.46766574360645,4.955892437376116
2019,64.8894620486367,-0.8831897218302937
2020,65.86441029900332,1.502475470725691
2021,66.48074133763095,0.9357573169328859
2022,66.84870060519758,0.5534824975821262
