date,average_rating,y/y
2008,61.41985353946298,0
2009,61.34471579857359,-0.12233461423204446
2010,63.00721769499418,2.7100979681435753
2011,61.841159420289856,-1.8506741249058007
2012,63.90462351387054,3.336716376154599
2013,59.37775522041763,-7.083788377957265
2014,60.758088020985134,2.3246631595342966
2015,62.160450231736924,2.3081078691406978
2016,60.791777580597454,-2.201838381216669
2017,63.69086757990868,4.768885060923942
2018,64.59170653907496,1.4143926647506626
2019,67.06282475200756,3.825751548207948
2020,68.32191281527919,1.8774754387809203
2021,65.69359916054565,-3.846955605355596
2022,67.58303330333034,2.8761312622972453
