date,average_rating,y/y
2008,61.82222222222222,0
2009,63.16058960434445,2.164864564899364
2010,65.17205279927174,3.184680838997315
2011,65.0555023923445,-0.17883494829634738
2012,64.99238820171266,-0.09701591458198203
2013,62.095894111291194,-4.456666650611149
2014,64.42169237961664,3.745494451142042
2015,63.84981549815498,-0.8877085657603854
2016,65.25539733578319,2.2013874694263147
2017,66.57167138810199,2.0171113901056836
2018,68.62068965517241,3.0779132089458603
2019,69.32445208422862,1.0255834393281484
2020,68.21673003802282,-1.597880708613369
2021,70.95524475524475,4.014432699567293
2022,69.98371777476255,-1.3692109495688605
