date,average_rating,y/y
2008,58.18896925858951,0
2009,60.386617100371744,3.776743031855357
2010,61.702100972091564,2.1784361086717046
2011,61.47120763409016,-0.37420660619941665
2012,62.945838433292536,2.3988967452537655
2013,60.359375,-4.109030076759667
2014,61.38112199465717,1.6927726548811532
2015,64.65640058663314,5.335970548503595
2016,64.81818181818181,0.25021688507374046
2017,68.70097884433217,5.990289942167451
2018,68.35061802833886,-0.50997936548646
2019,68.70734714003945,0.5219105868986942
2020,69.01768933112217,0.45168705240530543
2021,68.60378408458541,-0.5997089304902512
2022,69.83415392588753,1.7934431135535172
