postcode,epc,hpr
NP44 6JG,62.5,0.93
NP44 1BN,69.9,0.95
NP44 8TE,63.7,0.77
NP4 6QN,53.1,0.62
NP4 5SY,76.1,1.05
NP4 6BB,56.3,0.72
NP4 7PA,56.5,0.86
NP44 6HE,64.7,0.98
NP44 2EY,57.6,0.75
NP44 1JY,63.5,0.91
NP4 6LG,57.9,0.84
NP4 7SX,79.9,1.15
NP4 9LZ,77.9,1.0
NP44 1AX,56.7,0.72
NP44 1QD,60.7,0.8
NP44 4PQ,72.7,0.94
NP18 1GN,54.7,0.81
NP44 3LY,73.0,0.93
NP44 3DA,69.1,0.91
NP44 1BH,56.0,0.76
NP4 0LU,67.3,0.98
NP44 5SF,73.3,0.98
NP4 7RP,75.9,0.98
NP44 2AR,68.2,0.88
NP4 7JG,70.4,0.97
NP44 4LP,67.2,0.86
NP44 4PD,64.8,0.77
NP44 5UR,70.4,0.95
NP4 8NZ,69.1,0.82
NP44 3QP,56.9,0.65
NP44 5TE,69.6,0.89
NP44 4HN,60.2,0.75
NP4 8JL,60.4,0.84
NP4 8DY,67.2,0.95
NP4 7LL,61.8,0.85
NP44 3FR,84.4,1.17
NP44 7EL,63.8,0.87
NP44 4RG,73.4,0.98
NP4 0PQ,59.9,0.85
NP44 4TE,63.8,0.9
NP4 6BZ,77.1,1.01
NP44 1AP,59.4,0.88
NP4 8HP,78.2,1.03
NP4 5BW,65.2,0.87
NP44 2EX,57.4,0.8
NP44 3FE,84.0,1.17
NP4 9DE,60.5,0.73
NP44 4LG,62.5,0.93
NP4 7PH,66.2,1.01
NP44 5SG,69.3,0.94
NP4 5DS,69.7,0.98
NP4 9EB,81.9,1.16
NP44 4LS,67.5,0.91
NP44 4SF,64.5,0.77
NP44 3GH,84.9,1.14
NP44 3PD,86.6,1.13
NP4 7BS,58.6,0.81
NP44 1UD,56.1,0.89
NP4 8PW,60.2,0.85
NP4 7RL,42.4,0.61
NP4 6DX,61.4,0.75
NP4 9QR,67.0,0.83
NP44 2JL,73.8,1.04
NP44 6EW,66.0,0.98
NP44 7JN,64.1,0.92
NP44 7LB,68.6,0.91
NP44 3HN,66.0,1.01
NP44 5HU,68.6,0.93
NP44 8UA,51.5,0.8
NP44 5TD,66.0,0.81
NP44 6JB,68.7,0.88
NP4 7HR,61.5,0.88
NP4 6GS,66.3,0.84
NP44 7LL,66.9,0.92
NP44 4SX,57.7,0.7
