district,epc,hpr
GL11,63.8,0.91
GL12,61.4,0.86
GL10,66.3,0.94
GL5,62.1,0.85
GL2,67.0,0.98
GL6,59.1,0.83
GL3,79.8,1.07
GL4,59.7,0.9
GL13,61.7,0.88
GL7,46.5,0.74
GL9,49.0,0.47
GL8,31.0,0.64
GL14,83.2,1.16
