postcode,epc,hpr
SA43 1AF,56.8,0.79
SA44 5TL,63.6,1.02
SA43 2HT,43.3,0.76
SA44 5BH,25.6,0.7
SA40 9YH,47.8,0.85
SY23 3GG,78.0,1.06
SY25 6BP,42.8,0.79
SY23 3PD,42.8,0.78
SY23 5JB,88.6,1.18
SA38 9PJ,54.7,0.94
SY23 2NF,65.0,0.82
SA47 0NQ,36.9,0.65
SY24 5NS,45.1,0.82
SA44 6JZ,48.0,0.9
SA43 1QH,49.0,0.86
SA46 0DQ,43.3,0.63
SY23 2DL,76.3,1.0
SA44 6NL,56.7,0.92
SA48 8DD,46.9,0.96
SY23 2DD,52.9,0.73
SA38 9NP,64.1,1.02
SY23 1LP,50.4,0.72
SA48 8LE,62.8,0.9
SY23 1LS,44.5,0.5
SY23 5NB,66.6,1.01
SA44 4TE,56.7,0.93
SA48 8QY,47.6,0.75
SY23 3JG,63.5,0.96
SA48 7EE,46.7,0.64
SY23 1DW,63.4,0.85
SA44 6BN,46.6,0.84
SA44 5RL,34.2,0.75
SY23 3TZ,71.4,1.03
SY23 1BJ,76.9,1.04
SA44 6NU,79.2,1.11
SA48 7AA,51.0,0.67
SA43 1NJ,54.5,0.84
SY23 4BX,41.0,0.78
SY23 3PU,60.9,0.88
SA46 0BH,58.2,0.94
SY23 1QB,59.3,0.7
SA48 8AD,59.0,0.97
SY23 1JG,50.0,0.68
SA43 2EN,50.2,0.81
SA48 8BS,73.8,1.05
SY25 6RS,47.6,0.79
SY23 3SF,53.0,0.7
SY23 3YA,65.1,0.92
SY23 5BJ,61.0,1.05
SA44 4HS,57.5,0.98
SY24 5HY,46.2,0.74
SA43 2HD,54.7,0.93
SA38 9LA,26.6,0.58
SY24 5BL,58.6,0.94
SA48 7SH,45.1,0.9
SA46 0ED,45.0,0.79
SA47 0QF,68.4,1.06
SY23 2HX,46.6,0.65
SA47 0NY,57.6,1.0
SA43 1DQ,67.7,0.99
SY23 1LN,51.1,0.63
SA43 2AH,61.1,0.98
SA38 9PX,51.7,0.76
SY23 3BQ,70.4,1.0
SY23 2AP,76.4,0.98
SA44 4QJ,32.9,0.65
SY23 3QT,45.5,0.61
SY23 1PJ,51.9,0.63
SY23 4HE,42.8,0.72
SA43 1PX,51.9,0.85
SA38 9QL,55.7,0.92
SY23 5AA,41.5,0.75
SA43 1EQ,65.3,0.91
SY25 6AH,63.0,0.72
SA44 4NR,18.2,0.49
SA44 5UA,56.4,0.88
SA38 9NX,56.9,0.94
SY23 2NN,55.5,0.66
SA48 8PR,37.7,0.71
SY23 1NB,53.7,0.63
SY23 2JN,56.4,0.73
SA45 9PQ,47.2,0.66
SA44 6QN,17.5,0.53
SA48 7JU,36.4,0.71
SA43 1QY,46.1,0.74
SA44 4SR,40.0,0.62
SY23 3BG,53.2,0.85
SY25 6PR,64.4,0.91
SA44 5JT,52.0,0.86
SA44 4LZ,37.1,0.72
SY23 3NL,63.0,1.0
SY24 5JA,38.1,0.65
SA47 0RL,54.8,0.85
SA43 2NH,44.0,0.75
SA48 7QY,48.2,0.83
SY24 5LX,50.9,0.83
SA44 4QS,51.3,0.76
SA44 5TE,25.2,0.78
SY25 6AX,40.7,0.7
SY23 3NY,44.1,0.75
SY25 6RA,44.3,0.83
SA40 9YJ,35.9,0.77
SY23 3HR,59.8,0.87
SY23 3HB,42.6,0.73
SY25 6DE,43.2,0.76
SY24 5AG,37.8,0.79
SA44 6JY,54.3,0.94
SA47 0PS,58.9,1.01
SY23 3GD,77.0,1.05
SA43 2BH,63.1,1.01
SA43 1NF,59.0,0.89
SA44 4JF,43.6,0.81
SA48 7JP,43.9,0.8
SY23 1LW,47.8,0.63
SY23 1QY,59.5,0.9
SY24 5AX,54.1,0.69
SY25 6PE,35.7,0.64
SY23 1PG,82.8,1.09
SY24 5AZ,58.3,0.85
SY23 5HN,50.6,0.91
SA44 6NS,49.1,0.93
SA44 6BG,53.2,0.94
SY23 1BX,61.9,0.79
SA48 7HY,80.3,1.09
SA43 2BS,37.0,0.64
SY25 6BB,37.9,0.77
SA44 4SU,54.5,0.94
SY23 2AE,59.2,0.74
SA43 2EQ,61.8,0.98
SY24 5JQ,35.8,0.72
SA45 9SZ,65.9,1.0
SA48 8QJ,36.5,0.65
SY25 6TW,41.5,0.75
SA45 9SB,43.6,0.71
SY23 5AS,36.4,0.67
SA44 6AT,59.5,0.95
SA44 4UA,45.5,0.67
SY23 2EQ,50.3,0.58
SA48 8DF,42.3,0.78
SA43 1HN,60.2,0.64
SA43 2DQ,56.2,0.91
SA43 2JS,42.2,0.74
SY23 1JX,66.7,0.75
SY23 2AT,55.1,0.58
SA47 0PP,61.5,0.98
SY24 5JU,48.8,0.95
SY23 2DX,59.3,0.68
SA38 9ET,43.5,0.78
SA48 7QH,36.5,0.72
SY23 3PS,56.6,0.91
SA44 4QE,42.2,0.83
SY23 1LU,59.5,0.65
SA48 7BX,70.8,0.91
SY24 5ER,56.0,0.74
SY23 2JS,54.4,0.65
SA48 8AZ,34.4,0.68
SY23 1HZ,60.7,0.71
