sector,epc,hpr,lat,long
MK41 7,64.0,0.86,-0.4643865993265996,52.15616401683503
MK40 4,70.5,0.96,-0.49851328802589,52.13494698058253
MK42 0,70.5,0.97,-0.4429605939393938,52.1194310848485
MK40 3,60.6,0.78,-0.4540696866359447,52.13887138709678
MK43 8,61.2,0.9,-0.5602566788617888,52.14586334959349
MK43 9,73.4,1.04,-0.5222479923954367,52.09071946387834
MK41 8,64.9,0.92,-0.4404310684210525,52.15513501052632
MK43 7,59.6,0.88,-0.5646970093896717,52.18976612676055
MK41 0,68.1,0.95,-0.4209926931818178,52.15003712499999
MK40 1,65.3,0.83,-0.4719942262773722,52.13656317518251
MK42 7,70.7,0.98,-0.4997938267716535,52.11196978346455
MK40 2,65.5,0.83,-0.4712153378378379,52.14202941441442
MK42 6,82.6,1.13,-0.4628007708333333,52.08914145833336
MK45 3,72.9,1.04,-0.4517993813559327,52.0759835338983
MK42 9,66.5,0.9,-0.4676652687074825,52.121734258503366
MK42 8,63.1,0.88,-0.4913370557939912,52.121101733905576
MK41 6,65.4,0.9,-0.4972596391752577,52.16547186597938
NN10 9,68.8,0.97,-0.6060763903508769,52.28613520614035
MK44 1,61.9,0.9,-0.5185408067632853,52.23652847342993
MK44 3,63.0,0.93,-0.3538134375000001,52.15069424218753
MK41 9,63.3,0.88,-0.4397112028985506,52.143603444444416
MK44 2,51.9,0.87,-0.4146442953367875,52.21821479792745
PE19 6,28.3,0.6,-0.2345258076923076,52.23547249300702
NN29 7,44.1,0.77,-0.6648299676258994,52.25808591007194
MK43 1,84.8,1.14,-0.6025786666666666,52.076819
PE28 0,53.9,0.9,-0.3750785672268905,52.319860861344544
MK43 2,84.8,1.17,-0.5601533846153847,52.0618073076923
MK43 0,84.4,1.17,-0.5789187165775398,52.06090231818184
PE19 5,50.8,0.83,-0.2728741084905658,52.279146353773584
MK42 2,87.0,1.18,nan,nan
MK43 3,87.2,1.11,nan,nan
NN10 0,72.6,1.06,-0.5890602870662462,52.28750195583597
MK45 2,80.0,1.13,-0.4847846141479098,52.02931279742765
PE19 8,40.0,0.76,-0.2908578395061729,52.21889137037037
MK46 4,53.0,0.68,-0.6848825486725661,52.16285041592922
MK44 8,80.0,1.11,nan,nan
MK44 7,48.0,0.87,nan,nan
