district,epc,hpr
NG33,55.0,0.89
PE6,65.7,0.96
NG31,65.1,0.91
PE10,66.4,0.97
PE9,63.9,0.89
NG32,53.4,0.88
NG23,61.4,0.94
NG34,51.3,0.87
LE15,34.0,0.64
PE0,78.0,1.13
PE11,37.7,0.82
