postcode,epc,hpr
S61 4BA,69.4,0.93
S60 3DX,67.0,1.0
S63 6NT,67.0,0.99
S61 1EJ,65.0,0.94
S66 2DE,59.9,0.89
S66 7FL,77.6,0.98
S62 7EW,72.5,1.01
S64 8NZ,66.9,1.01
S65 1LS,66.4,0.94
S60 3AW,71.5,0.96
S61 4FL,78.9,1.03
S66 8QZ,63.4,0.97
S66 7LF,61.3,0.79
S60 8AL,86.2,1.16
S66 2LJ,68.1,0.97
S73 0TN,68.6,0.98
S60 4AG,65.5,0.93
S62 7PN,64.2,0.97
S66 7QJ,63.0,0.88
S66 2DG,62.9,0.88
S62 5NQ,59.4,0.61
S26 5LL,60.6,0.91
S62 5QX,52.9,0.75
S25 2RZ,63.1,1.0
S60 5JT,70.0,0.99
S26 7YF,55.0,0.77
S60 5QB,47.7,0.56
S26 3XH,54.1,0.68
S63 7AZ,62.7,0.82
S62 7UL,59.8,0.84
S26 6RD,54.4,0.64
S25 4BE,52.8,0.74
S61 2NL,66.6,0.94
S65 1HL,73.6,0.86
S26 5NS,76.9,1.05
S63 6FG,77.9,1.08
S26 5PU,78.5,1.13
S25 4HB,62.2,0.91
S25 2SB,60.4,0.86
S62 7NF,62.2,0.79
S62 6JA,63.5,0.94
S25 4EY,62.2,0.91
S73 0UH,67.9,0.94
S61 4DP,73.8,0.96
S60 2UW,79.2,1.11
S64 8FB,82.2,1.17
S26 5LN,57.4,0.82
S60 5JQ,60.4,0.91
S26 4SG,72.5,1.04
S26 4TX,55.4,0.71
S61 4DA,78.4,0.97
S61 4AA,65.9,0.9
S65 4BD,51.8,0.75
S61 1NS,62.3,0.86
S61 1JJ,62.6,0.93
S65 4PU,54.6,0.75
S61 2NJ,68.7,0.92
S60 1JX,40.2,0.67
S61 1HT,61.0,0.69
S25 3RQ,76.0,1.02
S66 9QD,62.9,0.8
S61 4QD,75.6,0.98
S66 9AG,57.3,0.73
S63 6QF,60.1,0.73
S25 3SJ,78.0,1.05
S62 5BW,64.5,0.96
S66 7JP,64.8,0.9
S25 2SW,69.7,1.07
S61 1JZ,64.9,0.94
S65 3LA,72.7,1.05
S66 9NL,66.1,0.94
S62 7BU,78.5,1.08
S65 4QY,62.8,1.01
S66 7JZ,75.7,0.99
S26 7YA,62.7,0.88
S65 4PB,50.9,0.68
S61 4AX,70.6,0.96
S63 6LU,56.7,0.7
S66 7DA,56.3,0.81
S62 5HE,47.4,0.84
S66 2HU,62.7,0.86
S61 1DZ,51.0,0.6
S66 2TH,61.8,0.86
S61 2RT,56.7,0.65
S61 2NX,73.2,1.02
S64 8NH,57.1,0.73
S63 7LS,61.2,0.75
S61 1BL,61.2,0.68
S66 8NZ,66.2,0.99
S65 1PA,59.9,0.86
S65 1LG,66.0,0.93
S26 6NE,60.3,0.84
S26 2DG,60.0,0.9
S63 7HY,62.0,0.91
S65 4HF,72.4,0.97
S62 7DQ,60.6,0.92
