postcode,epc,hpr
ST6 7HW,63.6,0.91
ST6 1PQ,65.3,0.98
ST1 6BJ,70.4,0.94
ST6 8AD,62.7,0.9
ST6 2QJ,66.9,0.95
ST1 4BF,64.0,0.87
ST3 4BW,63.2,0.9
ST4 2BE,56.7,0.65
ST1 3SW,69.8,0.94
ST2 9RH,72.7,0.97
ST6 8BY,71.7,0.94
ST1 3SG,75.9,1.04
ST4 2RF,56.4,0.64
ST3 7AL,65.1,0.92
ST6 4GX,81.5,1.08
ST6 2JD,64.7,0.84
ST4 4LB,65.2,0.94
ST3 7XF,56.6,0.92
ST1 3TJ,80.9,1.09
ST4 3DT,55.8,0.68
ST3 7WH,64.5,0.99
ST3 3NE,63.9,0.9
ST3 3JG,65.4,0.94
ST6 6BX,55.2,0.59
ST6 1BY,55.1,0.66
ST2 7BA,57.0,0.8
ST4 7JR,55.1,0.73
ST6 6NJ,61.2,0.92
ST2 9AQ,55.6,0.82
ST4 4BE,67.4,0.95
ST4 5NU,49.9,0.68
ST4 4HY,62.0,0.93
ST6 8BJ,67.8,0.97
ST6 7BX,62.4,0.91
ST1 6RX,64.5,0.99
ST6 5HW,64.9,0.84
ST2 7DJ,60.1,0.88
ST3 3HU,61.2,0.92
ST2 9EX,63.5,0.93
ST6 2PY,73.7,1.02
ST4 4DP,58.6,0.67
ST1 6EL,55.2,0.85
ST7 4GT,67.8,1.01
ST1 3QY,64.0,0.81
ST4 6FG,82.8,1.15
ST3 4DA,57.5,0.96
ST6 2PF,65.2,0.86
ST4 3LP,52.0,0.6
ST6 6EL,54.2,0.76
ST4 7SJ,71.2,0.98
ST4 2EB,61.1,0.75
ST6 2LS,66.5,0.93
ST6 2LP,63.3,0.9
ST6 4SA,60.4,0.94
ST3 5XW,65.5,1.0
ST1 6HL,62.6,0.91
ST4 5GA,85.2,1.04
ST4 6LH,65.6,0.92
ST7 4SJ,59.3,0.93
ST3 7FD,62.5,1.0
ST1 3NU,70.8,0.92
ST3 5AN,63.1,0.94
ST1 4LA,56.1,0.78
ST6 1NX,55.7,0.68
ST6 1BG,54.0,0.69
ST4 4FN,84.7,1.08
ST6 4NE,59.6,0.58
ST3 1PR,46.0,0.54
ST3 7HT,61.8,0.98
ST6 5SU,70.3,1.01
ST6 5BS,61.9,0.81
ST1 3RL,82.9,1.18
