postcode,epc,hpr
CF72 9EH,59.2,0.76
CF72 9FB,58.3,1.03
CF37 3EA,53.0,0.58
CF37 2LL,62.6,0.75
CF72 9PN,62.9,0.93
CF43 4AU,54.1,0.61
CF42 5DL,59.6,0.84
CF42 6DB,59.5,0.67
CF40 1QE,53.3,0.76
CF72 8SH,67.9,0.99
CF37 4TD,71.6,1.06
CF44 0QA,72.3,0.97
CF72 9WL,82.6,1.16
CF72 9WW,83.0,1.15
CF42 6ED,58.3,0.62
CF37 3AA,64.7,0.89
CF45 4HP,62.3,0.7
CF44 8LD,65.6,0.93
CF39 8HJ,53.4,0.88
CF72 9UB,64.4,0.97
CF42 5DR,58.2,0.68
CF40 2LH,56.3,0.69
CF72 9QU,54.8,0.77
CF44 7NH,50.7,0.63
CF40 1PR,54.7,0.69
CF39 0PW,53.8,0.66
CF38 1DR,56.0,0.8
CF38 2RU,66.9,1.0
CF38 1GP,72.8,1.05
CF37 2AB,55.7,0.68
CF38 1PJ,84.3,1.16
CF43 3RL,73.7,0.94
CF37 3NY,58.3,0.77
CF40 1TR,60.5,0.89
CF40 2NS,56.5,0.65
CF40 2NX,58.9,0.75
CF37 1SR,57.0,0.66
CF42 6DR,59.1,0.64
CF42 5RB,59.2,0.69
CF37 1TQ,55.4,0.7
CF39 8GA,83.9,1.18
CF44 9SW,54.3,0.74
CF42 5BA,59.7,0.7
CF37 3LH,58.3,0.7
CF38 1HD,58.9,0.86
CF44 6LJ,58.7,0.9
CF42 5BS,54.1,0.63
CF41 7DD,52.7,0.66
CF45 3EE,70.2,0.88
CF72 9AX,60.7,0.84
CF43 3LU,58.0,0.69
CF42 5DY,55.4,0.7
CF43 3LT,56.0,0.63
CF39 0EW,50.6,0.78
CF38 1NB,64.0,0.9
CF44 9AW,69.0,0.94
CF37 1LR,45.0,0.66
CF42 6SN,55.5,0.69
CF45 4PJ,74.7,0.99
CF42 6BG,55.3,0.68
CF72 9NH,42.0,0.78
CF40 2HP,55.0,0.63
CF44 0RU,62.4,0.87
CF39 8EQ,67.6,1.01
CF72 9FN,76.0,1.05
CF39 8NW,67.2,0.89
CF44 6RD,55.2,0.75
CF40 1RJ,56.9,0.64
CF37 5NT,54.0,0.7
CF44 6HJ,55.7,0.68
CF39 0HH,57.9,0.68
CF44 7LN,59.8,0.69
CF38 1TN,62.2,0.95
CF42 5NH,67.4,0.84
CF44 9RD,80.2,1.14
CF41 7LS,59.0,0.77
CF42 6UT,55.5,0.59
CF44 9NF,56.1,0.75
CF38 2JU,65.9,1.0
CF72 9GB,74.0,1.05
CF44 8UB,59.4,0.68
CF39 9DX,69.2,0.93
CF42 6LU,59.4,0.69
CF40 2EE,56.6,0.72
CF42 5SG,60.5,0.74
CF42 5NP,60.8,0.65
CF37 1ER,55.8,0.65
CF44 6TZ,85.0,1.18
CF40 1TP,71.8,0.95
CF44 9PZ,67.2,1.02
CF39 8EA,55.3,0.67
CF42 5RD,53.9,0.61
CF37 1TH,57.1,0.69
CF15 7AS,81.4,1.04
CF35 6PH,57.6,0.8
CF39 8SP,54.9,0.64
CF40 2AW,55.0,0.62
CF40 1AJ,61.8,0.76
CF44 6SF,55.3,0.64
CF39 8PB,55.9,0.66
CF38 2DD,56.6,0.63
CF40 1NQ,54.6,0.83
CF37 1SA,54.2,0.63
CF44 8PA,58.2,0.67
CF39 9YA,58.4,0.69
CF39 8SW,55.0,0.68
CF38 1DS,60.4,0.82
CF41 7JG,60.5,0.69
CF42 5HA,56.5,0.69
CF44 7BL,54.7,0.66
CF72 8QE,64.4,0.9
CF44 7LE,60.6,0.71
CF42 5BU,59.2,0.64
CF40 2UH,54.0,0.73
CF39 9LR,56.5,0.66
CF40 1JJ,69.3,0.87
CF38 1EJ,79.2,1.08
CF37 5NY,57.4,0.67
CF38 2LW,59.0,0.86
CF44 8UG,60.7,0.73
CF41 7SW,55.5,0.69
CF38 2EL,59.6,0.75
CF38 1AD,64.2,0.96
CF37 2NR,60.9,0.73
CF45 4AZ,79.9,1.07
CF15 7SD,60.9,0.82
CF42 6TU,73.0,1.02
CF44 9PH,55.1,0.7
CF37 1RE,53.7,0.64
CF72 9FY,83.8,1.18
CF42 5LG,48.4,0.66
CF37 5PQ,78.1,1.09
CF43 3ET,54.4,0.58
CF44 9PD,68.1,0.9
CF37 3HE,57.4,0.92
CF38 1BB,58.8,0.85
CF15 7RS,56.3,0.79
CF15 7PB,64.6,0.94
CF72 8JA,52.8,0.74
CF40 2ND,55.0,0.64
CF44 7PE,56.5,0.69
CF37 1TL,54.6,0.7
CF38 2SB,60.2,0.83
CF37 3AD,68.6,0.86
CF42 6RE,54.3,0.62
CF40 2DQ,58.2,0.68
CF38 1UB,61.7,0.9
CF41 7JZ,58.7,0.67
CF42 6LH,58.5,0.69
CF37 5HT,55.4,0.66
CF38 2DP,73.0,0.98
CF42 5HT,55.6,0.63
CF72 8BB,36.3,0.52
CF42 5DN,66.9,0.85
CF40 2AF,55.8,0.69
CF38 1LU,60.7,0.85
CF37 1LZ,62.6,0.7
CF44 6NB,56.8,0.7
CF37 3DT,54.9,0.63
CF72 9NU,56.7,0.75
CF40 1HR,63.8,0.79
CF45 3NB,57.0,0.77
CF37 3BY,58.8,0.88
CF37 2HR,59.3,0.7
CF42 6DT,55.4,0.66
CF40 2TL,64.1,0.9
CF72 8RN,72.1,0.92
CF41 7HY,59.5,0.71
CF41 7UL,62.5,0.66
CF44 8BJ,68.1,0.98
CF72 9PJ,61.3,0.86
CF38 1QA,82.7,1.16
CF44 0SH,77.6,0.99
CF45 3AU,55.7,0.66
CF40 1EH,53.1,0.65
CF37 2SB,55.6,0.65
CF37 3AH,60.2,0.82
CF44 0TY,71.1,0.93
CF72 8RQ,75.9,0.89
CF40 2QQ,55.8,0.68
CF37 4LP,57.4,0.64
CF38 2PJ,65.4,0.97
CF37 4SD,58.8,0.66
CF39 8LB,68.3,1.01
CF43 3EU,51.3,0.61
CF37 3DB,57.1,0.71
CF37 3JH,67.5,0.99
CF72 9PP,57.5,0.81
CF42 6DY,73.6,1.03
CF44 6BL,57.1,0.71
CF44 8TF,68.0,0.91
CF37 1EF,55.9,0.68
CF41 7QF,70.6,0.95
CF45 3DA,55.1,0.66
CF72 9TX,66.2,0.99
CF37 1NE,56.4,0.69
CF72 9BS,51.9,0.67
CF45 3RH,52.6,0.65
CF45 3SG,61.3,0.7
CF40 2DT,51.8,0.65
CF38 2PT,84.1,1.17
CF43 3ES,60.7,0.68
CF72 8HR,58.9,0.75
CF72 8BA,58.7,0.65
CF42 5HL,58.9,0.68
CF39 8AS,56.0,0.69
CF40 2AH,54.4,0.65
CF43 3HW,59.1,0.68
CF72 9RD,54.1,0.67
CF38 2AW,58.4,0.76
CF41 7PW,59.3,0.74
CF37 3HD,60.4,0.83
CF44 0JG,65.3,0.91
CF44 8TN,58.3,0.9
CF39 0NF,54.2,0.67
CF40 2BQ,54.3,0.67
CF43 4NG,53.5,0.67
CF44 9DN,62.7,0.93
CF44 0NH,66.3,0.98
CF45 3HX,59.4,0.77
CF45 4HH,62.2,0.78
CF45 4UW,58.8,0.68
CF37 5RY,58.2,0.86
CF38 2JY,68.3,0.98
CF45 3DG,62.2,0.9
CF42 5BW,55.1,0.66
CF37 5HD,68.1,0.93
CF44 6BQ,85.0,1.09
CF45 3SH,56.8,0.67
CF72 9WT,69.8,0.82
CF45 4HG,59.2,0.65
CF39 9AW,55.0,0.63
CF72 9UU,72.1,1.04
CF39 8EH,51.2,0.66
CF37 5BA,60.6,0.83
CF39 8DP,62.0,0.86
CF40 2QW,54.9,0.73
CF37 1QT,74.7,0.99
CF37 4DH,56.1,0.71
CF44 7NF,60.0,0.7
CF45 4TP,57.3,0.71
CF45 3BL,60.5,0.7
CF42 6PW,44.0,0.6
CF39 8SR,53.6,0.7
CF37 5NP,58.2,0.84
CF45 3AF,61.1,0.71
CF37 5LL,62.9,0.82
CF45 3PX,60.0,0.86
CF44 8PN,67.2,1.0
CF40 1EL,52.5,0.86
CF42 5SA,60.8,0.67
CF72 8LS,57.0,0.85
CF38 2PG,64.0,0.97
CF42 5PL,61.0,0.67
CF42 6SG,60.3,0.66
CF37 1RH,61.3,0.69
CF39 8BH,54.1,0.65
CF37 1AE,83.1,1.13
CF72 9LR,57.0,0.85
CF37 3PF,49.8,0.87
CF44 8RH,69.3,0.85
CF44 8DW,62.7,0.78
CF42 5PT,59.2,0.65
CF45 4DU,62.0,0.85
CF72 8HW,68.0,0.91
CF43 4HR,54.8,0.65
CF42 6TR,55.2,0.65
CF44 6BP,56.0,0.73
CF72 9LB,84.5,1.02
CF44 7PA,59.8,0.78
CF42 5RY,80.0,1.11
CF72 8DL,63.5,0.9
CF37 5LG,42.0,0.72
CF42 6LD,57.4,0.69
CF42 6EG,59.1,0.7
CF42 6PY,51.2,0.55
CF45 4LS,58.5,0.76
CF39 0EY,54.6,0.65
CF43 3PT,75.5,1.01
CF44 8EB,55.0,0.65
CF15 7TD,57.8,0.62
CF39 8UF,56.9,0.79
CF39 8DU,56.3,0.66
CF42 5NG,61.7,0.66
CF41 7RE,58.7,0.62
CF37 5AJ,59.5,0.91
CF39 0EB,60.6,0.7
CF38 2LE,58.9,0.8
CF39 8TY,61.1,0.87
CF37 3DS,66.0,0.89
CF44 6DE,54.5,0.69
CF40 1PS,53.7,0.66
CF43 3NP,73.1,1.0
CF42 5SW,67.6,0.94
CF37 5LR,63.8,0.85
CF37 4AN,51.1,0.75
CF40 2UT,56.2,0.61
CF45 4PF,58.4,0.67
CF37 1RX,57.2,0.65
CF72 9AH,55.8,0.84
CF44 6WY,76.2,1.04
CF42 6PG,57.8,0.66
CF45 3YH,59.8,0.66
CF43 4DD,57.5,0.66
CF39 8DB,54.2,0.87
CF44 0EU,66.6,0.92
CF40 1NT,55.4,0.81
CF45 4HR,58.9,0.65
CF42 6HS,62.0,0.74
CF40 1PP,56.5,0.67
CF42 5NR,62.4,0.72
CF44 9TN,68.4,0.92
CF38 2PX,69.4,1.02
CF44 8BZ,70.6,1.01
CF37 1BH,56.4,0.65
CF72 9BR,60.6,0.83
CF44 0NW,80.6,1.14
CF43 3PU,73.2,0.98
CF72 9WD,79.8,1.08
CF41 7NS,62.5,0.83
CF39 8AN,61.5,0.89
CF37 1NR,57.8,0.66
CF40 2DH,52.3,0.61
CF41 7JB,57.4,0.65
CF39 0BH,46.8,0.63
CF39 9PJ,70.2,0.93
CF72 9DG,57.8,0.88
CF41 7SF,58.6,0.64
CF39 8JS,81.6,1.12
CF44 9QH,76.7,1.04
CF44 9RP,57.9,0.74
CF38 1PG,70.0,1.0
CF40 2NY,56.6,0.67
CF45 3YB,61.3,0.68
CF37 5AZ,82.4,1.17
CF41 7DF,56.3,0.71
CF72 9NY,62.0,0.62
CF38 2BT,60.2,0.73
CF72 9BU,67.0,0.94
CF44 6TR,62.9,0.81
CF72 8RA,68.5,0.94
CF37 3DY,55.2,0.67
CF44 6RN,66.6,0.89
