outcode,epc,hpr,lat,long
NR14,64.9,0.96,52.5626096,1.3761424
NR8,75.9,1.05,52.6767458,1.2047578
NR16,56.7,0.91,52.4735481,1.0538628
IP21,56.4,0.89,52.3648604,1.2367254
NR15,57.9,0.92,52.5032686,1.2663003
IP22,64.4,0.94,52.3759592,1.0527441
NR5,70.6,0.99,52.6407866,1.2286953
NR4,69.4,0.98,52.612059,1.256665
NR9,64.2,0.96,52.6336604,1.1078046
NR18,68.7,0.98,52.5706689,1.1079084
NR34,52.0,0.84,52.4387601,1.5835599
NR35,54.8,0.89,52.4618856,1.4328948
IP20,63.1,0.92,52.4065354,1.3191966
NR20,57.9,0.94,52.7232899,0.9810289
EX31,85.0,0.92,51.0857144,-4.068489
NR13,77.8,1.03,52.6338547,1.4697849
NR31,40.3,0.78,52.5749904,1.708835
IP23,84.4,1.18,52.3073907,1.1200031
IP14,24.0,0.65,52.206002,1.0312375
NR1,34.1,0.56,52.6266317,1.3068176
ST5,78.0,1.15,53.0153757,-2.2395729
