district,epc,hpr
E7,61.8,0.69
E15,70.6,0.86
E6,63.3,0.75
E16,75.7,0.95
E13,65.0,0.75
E20,83.0,1.05
E12,62.8,0.7
IG11,84.2,1.13
E3,68.6,0.98
SW17,55.3,0.91
CM23,86.0,1.04
ME12,81.0,1.12
TW9,87.0,1.14
N16,83.0,0.92
NW4,84.0,1.04
EX20,85.0,1.16
