district,epc,hpr
PL1,67.6,0.84
PL4,62.7,0.75
PL9,65.6,0.93
PL6,67.9,0.92
PL2,64.0,0.83
PL5,65.6,0.88
PL7,65.1,0.91
PL3,62.1,0.82
