district,epc,hpr
ME15,67.7,0.91
ME14,65.6,0.88
ME16,67.8,0.9
ME17,66.9,0.95
TN27,68.1,0.97
TN12,65.7,0.93
ME5,64.6,0.93
ME18,61.1,0.85
ME9,47.1,0.81
ME7,60.5,0.87
ME20,61.2,0.75
ME13,44.2,0.69
TN17,44.1,0.69
N5,78.0,1.08
