district,epc,hpr
WD19,64.3,0.84
WD3,62.9,0.84
WD5,64.8,0.89
HA6,61.7,0.86
WD25,64.5,0.85
WD4,66.5,0.88
WD18,74.0,1.01
HP3,60.2,0.8
UB9,46.3,0.64
WD17,47.5,0.57
SO22,85.0,1.06
SL9,67.7,0.82
W25,65.3,1.12
HP8,72.0,1.12
WD31,10.5,0.54
