district,epc,hpr
WD17,67.2,0.86
WD25,68.1,0.89
WD24,62.7,0.77
WD18,69.0,0.86
WD19,62.9,0.79
WD23,62.7,0.86
WD4,82.7,1.09
WD64,75.0,1.08
N5,85.0,1.06
CM24,82.0,1.03
WD3,79.0,1.13
WD1,70.0,0.71
WD2,64.0,0.79
