postcode,epc,hpr
HU15 2BN,76.8,1.05
YO25 6PL,63.8,0.98
HU17 8XH,60.8,1.01
HU18 1TP,63.6,0.87
HU12 9TD,54.8,0.89
DN14 5JP,50.9,0.66
HU18 1BX,63.5,0.96
HU16 4QL,62.7,0.92
HU4 7RY,54.2,0.7
HU17 8AS,80.0,1.09
HU12 9AF,59.0,0.91
HU17 8UR,69.6,1.0
HU12 0RE,55.9,0.79
YO15 2HB,53.1,0.78
HU16 5BZ,62.6,0.92
HU11 4RA,42.2,0.77
YO16 6TQ,60.5,0.93
YO25 5AZ,60.3,0.89
YO16 7DH,57.2,0.85
HU15 1SR,72.8,1.04
HU13 9HR,58.5,0.77
HU10 6BY,62.7,0.78
HU15 1YQ,83.6,1.18
HU10 6BQ,61.8,0.97
YO41 5QR,59.2,0.95
YO42 4TG,54.9,0.89
HU15 2RE,53.0,0.99
HU10 7JD,63.5,0.93
YO43 4HS,56.6,0.89
HU15 1DX,52.4,0.7
HU12 0HH,55.7,0.83
HU17 0AY,62.1,0.87
HU18 1HR,82.5,1.16
HU12 0NZ,53.4,0.9
HU16 5GX,83.0,1.1
YO25 8JW,53.8,0.86
HU16 4RU,57.2,0.91
DN14 8RE,68.9,0.97
YO16 4PA,48.0,0.52
HU12 9LR,66.1,0.97
HU16 5AB,61.8,0.85
HU11 5BE,84.2,1.18
YO43 4TT,53.4,0.97
HU17 9RZ,61.3,0.86
YO43 4TA,48.0,0.9
HU17 8RZ,63.0,0.95
HU16 5DQ,70.1,0.96
HU14 3BW,77.6,1.11
HU17 0ND,68.9,0.97
YO25 5FE,73.8,1.06
YO15 1HP,54.3,0.8
YO25 6QE,45.9,0.63
YO42 2LP,63.8,0.94
HU13 0BL,67.0,0.93
HU12 8RX,77.1,1.06
YO43 3FH,78.0,1.09
YO16 4HB,54.5,0.78
YO25 5HL,63.0,0.94
HU17 8BQ,60.5,0.95
YO15 2JW,54.1,0.81
YO16 4RW,64.1,0.99
YO25 9BH,93.4,1.19
YO16 4TP,66.7,0.95
YO15 3HL,53.2,0.79
HU16 5TW,58.2,0.85
YO25 8RX,62.3,0.95
HU16 4DR,56.5,0.83
HU17 9SX,64.4,1.0
HU17 7RP,41.8,0.82
HU15 1JT,61.2,0.94
HU19 2HH,53.2,0.71
HU17 7LQ,67.7,1.01
YO16 7NQ,70.3,1.0
YO16 6GL,67.0,0.99
YO42 4JG,58.2,0.9
YO43 2AH,64.0,1.03
HU17 9JF,66.1,0.93
YO16 4DB,56.6,0.85
HU19 2EB,55.0,0.76
DN14 6HG,57.4,0.87
YO15 3DR,47.3,0.65
HU16 4AF,80.9,1.12
DN14 9HZ,61.1,0.85
HU10 7UL,65.4,0.94
HU12 8XQ,76.3,1.1
YO16 4QG,64.2,0.89
DN14 7GR,59.5,0.98
HU17 7NH,60.6,0.87
HU12 8JN,56.6,0.91
DN14 6PQ,57.3,0.78
YO15 2ES,55.5,0.68
HU10 7SA,59.1,0.86
HU17 0EU,61.0,0.9
DN14 6PN,63.3,0.93
HU17 9UN,64.1,0.98
YO25 4JX,51.2,0.82
YO42 2SF,83.5,1.18
YO16 7BF,66.4,0.99
HU15 1QD,76.0,1.05
HU16 5AZ,65.7,0.97
HU16 5DA,64.6,0.93
DN14 6SZ,61.9,0.9
YO25 3HJ,34.8,0.54
DN14 6EJ,56.2,0.59
HU16 5QJ,60.8,0.77
DN14 5AP,64.3,0.8
HU11 4AE,63.5,0.95
YO15 2AB,33.9,0.59
HU13 0PR,53.8,0.57
HU5 4SL,67.8,0.98
DN14 5PU,65.8,0.97
HU14 3QP,57.6,0.8
YO15 2HJ,56.0,0.8
YO25 6QW,48.7,0.55
YO15 2SF,45.2,0.81
HU17 8DE,75.8,0.91
HU17 0FT,83.7,1.17
HU10 7DL,84.4,1.18
HU10 6AS,61.3,0.88
HU17 0WG,82.8,1.17
DN14 6DT,76.0,1.01
YO42 4PB,53.5,0.89
YO41 1NU,53.2,0.99
HU17 8UP,59.9,0.94
HU17 0UP,67.2,0.96
YO42 2LG,60.1,0.92
YO16 4NT,69.4,0.94
YO42 2ZQ,83.7,1.18
YO16 4DG,71.2,0.92
YO15 1PT,65.5,1.0
HU17 7PT,41.2,0.67
DN14 5EH,54.5,0.64
HU18 1BE,69.8,0.92
YO25 6TS,45.4,0.71
HU11 4TA,45.6,0.83
DN14 0AG,66.0,0.86
HU15 2BJ,76.1,1.05
HU14 3DU,62.5,0.87
HU18 1ER,67.3,0.97
DN14 6DJ,58.7,0.68
HU16 4BD,43.5,0.56
HU16 5DB,84.1,1.16
HU17 9AF,86.0,1.09
HU19 2AT,58.0,0.74
DN14 5XL,66.7,0.97
HU16 4PD,60.1,0.78
YO43 4SY,47.0,0.85
YO15 2PE,50.4,0.75
HU13 0LP,50.0,0.7
DN14 8BX,36.8,0.71
YO16 6GJ,69.8,1.02
HU17 8HY,64.8,0.84
HU15 2XT,62.1,0.92
HU11 4TH,52.6,0.88
YO43 4AA,53.2,0.81
YO16 6RW,56.9,0.85
YO25 4DG,49.1,0.83
HU16 5NL,58.6,0.83
DN14 8JH,81.5,1.05
YO43 3GF,76.5,1.05
YO43 3NT,77.0,0.98
YO43 4HH,69.5,1.03
HU13 9EJ,56.2,0.7
HU17 0FU,84.4,1.16
YO15 3DF,56.6,0.71
HU6 8RD,54.7,0.69
HU17 7LW,52.1,0.87
YO42 2XE,67.2,1.02
HU16 5ST,59.4,0.92
HU10 6QB,65.1,0.95
HU17 9DW,65.4,0.94
YO16 6GF,66.4,0.99
HU10 7PS,54.5,0.88
HU17 0UJ,71.0,1.03
HU19 2JL,64.4,0.99
YO15 3DG,46.8,0.73
DN14 6WE,73.5,1.02
YO42 2DQ,55.5,0.73
YO25 6AR,61.2,0.69
YO16 4EF,76.8,1.03
DN14 9FE,84.5,1.18
HU19 2AY,57.3,0.81
HU17 8YA,62.6,0.97
HU12 0AA,53.9,0.78
HU17 0PF,68.1,0.97
YO15 3HS,52.7,0.71
HU17 8SE,53.9,0.85
HU16 5US,84.8,1.18
HU17 0DY,68.8,0.84
HU14 3HZ,64.2,0.97
DN14 5PJ,56.5,0.83
HU16 4LH,62.0,0.83
YO15 3NN,51.5,0.74
YO25 8FQ,83.9,1.18
YO16 4NL,41.9,0.58
HU16 5HT,71.2,0.94
YO16 7LU,64.9,0.9
HU18 1QZ,58.1,0.87
YO42 2GU,70.7,1.01
HU17 8ET,72.8,0.98
YO25 3TN,46.7,0.72
HU12 8AD,63.6,0.9
HU13 0LJ,68.4,1.02
YO16 6XY,55.1,0.89
DN14 5HP,49.8,0.55
YO43 3JZ,65.9,0.97
DN14 6SD,59.0,0.66
YO41 1LR,63.5,0.96
HU14 3BB,64.8,0.92
DN14 5FH,67.8,0.93
HU11 4PG,57.6,0.83
HU15 2UN,68.6,0.99
YO15 2QR,51.2,0.69
HU16 5RX,61.5,0.9
HU15 2TA,54.7,0.85
HU14 3BY,32.4,0.8
DN14 8HT,38.3,0.72
HU17 9PB,69.2,0.97
YO25 8BJ,47.4,0.81
YO25 5LE,76.7,1.1
DN14 6SQ,57.4,0.59
YO43 3GP,81.8,1.14
YO25 9XY,50.8,0.86
HU12 0NE,58.8,0.94
YO15 2AX,53.5,0.69
HU12 0PR,54.9,0.84
HU12 8GR,66.0,0.96
HU15 1GB,70.1,1.02
HU10 6BZ,55.6,0.73
HU12 0HB,59.4,0.85
HU17 8RX,56.6,0.83
HU12 0DD,44.0,0.8
HU16 4AL,60.6,0.91
HU12 8QA,62.2,0.95
HU18 1PH,52.1,0.75
HU17 8UZ,65.7,1.0
YO25 4UX,60.5,0.92
YO43 4DW,67.7,1.01
HU18 1HZ,53.0,0.76
HU17 0NH,60.0,0.69
YO16 4DT,63.2,0.86
DN14 7DS,64.1,0.97
DN14 8PS,41.3,0.69
YO15 3EE,50.1,0.6
YO16 7BX,67.3,0.86
YO15 3PW,57.5,0.87
YO15 3DZ,62.3,0.83
HU12 8HY,56.5,0.82
DN14 6PT,67.9,0.99
HU16 4DJ,46.3,0.64
HU15 2HD,60.2,0.9
YO16 6AE,83.2,1.18
DN14 9JX,63.5,0.93
YO41 1BT,64.0,0.98
DN14 6LU,51.7,0.68
HU16 4BG,46.2,0.64
HU10 6SB,57.4,0.68
YO25 5YW,62.1,0.99
YO43 4HA,43.6,0.82
HU17 9PL,59.4,0.84
HU10 7QS,45.7,0.62
YO25 9TF,57.1,0.91
DN14 5PQ,59.4,0.81
DN14 6SS,55.4,0.57
HU16 5SS,70.6,0.98
YO15 2ED,53.7,0.67
HU14 3HU,59.4,0.94
YO16 7HX,61.9,0.91
YO16 6FS,64.6,0.99
HU10 6JW,53.7,0.72
HU14 3LD,58.7,0.79
HU12 0DT,62.9,0.92
HU17 8YB,61.2,0.95
HU12 8DY,68.7,1.02
HU17 7JN,50.2,0.72
HU15 1PG,67.3,0.95
YO25 5EA,83.1,1.16
YO25 5YN,65.9,1.0
HU14 3RW,85.3,1.09
YO25 8UE,58.5,0.9
YO43 4TS,56.1,0.97
YO15 2BG,53.6,0.72
DN14 6YH,66.5,1.02
HU17 0QR,73.8,1.02
YO42 2JD,68.3,1.01
DN14 7QP,60.6,0.94
YO41 1RL,48.0,0.8
YO25 8TB,41.9,0.84
YO25 8LG,56.8,0.83
YO43 3DE,66.4,0.96
DN14 6SG,54.5,0.54
HU17 0BL,61.9,0.93
HU15 2EA,51.1,0.94
HU13 0TF,63.3,0.95
HU16 4EB,78.7,1.02
HU17 8GG,81.3,1.14
YO25 5NL,70.8,1.02
YO15 2AN,81.6,1.12
YO25 8AY,59.9,0.9
HU12 8AA,50.0,0.7
HU10 7AP,44.4,0.62
HU10 7QP,61.2,0.95
HU10 7FD,83.2,1.18
HU6 8RA,54.1,0.67
YO42 2DW,61.5,0.89
HU10 6SW,71.3,1.0
YO15 2JU,56.9,0.77
HU17 9JP,59.3,0.8
HU16 5WG,71.3,0.92
HU15 1SZ,65.9,0.97
HU10 7TZ,67.5,0.94
YO25 5AT,45.2,0.52
HU17 9PE,61.9,0.93
YO16 6RE,58.9,0.89
YO16 4SZ,70.0,0.94
HU14 3AG,57.6,0.72
HU12 8HW,58.8,0.82
DN14 6SU,57.2,0.66
HU15 1GW,77.8,1.08
HU15 1GE,71.6,1.01
HU15 2NB,65.6,0.97
HU11 4DJ,41.8,0.78
YO42 2QG,66.8,0.98
HU13 9DN,62.7,0.71
DN14 8HD,61.2,1.0
YO16 4BA,59.0,0.84
DN14 7SX,63.8,0.8
DN14 5HF,57.6,0.75
DN14 6LA,46.1,0.56
HU16 5LT,83.5,1.18
HU17 0QA,63.7,0.84
HU13 9EA,60.1,0.7
DN14 5QE,63.7,0.96
HU18 1JH,43.3,0.54
YO42 2AE,67.9,0.92
HU15 2FD,75.8,1.06
HU16 5UA,65.6,0.97
HU13 9LT,54.2,0.68
DN14 9FA,84.3,1.18
HU15 2EF,63.8,1.01
HU17 7EY,82.8,1.18
HU10 7FE,82.8,1.18
HU11 4XJ,64.2,0.95
YO42 4JX,84.6,1.15
YO42 4RW,58.0,0.83
HU17 0UL,80.2,1.1
HU16 5JN,54.9,0.87
YO42 1SL,80.0,0.97
HU19 2AH,51.0,0.57
DN14 6UZ,53.8,0.67
HU14 3JD,75.9,1.01
HU17 7NS,47.3,0.89
YO43 3BQ,65.2,0.89
YO16 4NX,58.8,0.71
HU16 5AP,58.0,0.9
HU12 0PH,65.8,0.94
HU17 0UF,68.0,1.01
HU15 1JB,70.2,0.98
YO42 4PS,60.6,0.86
YO25 6QU,63.5,0.95
YO16 4EQ,73.8,1.03
HU15 1GH,72.8,1.03
HU17 8DP,48.3,0.62
HU13 0JY,55.0,1.02
YO16 6FX,66.3,0.98
HU10 6FU,84.3,1.18
HU18 1TX,65.6,0.95
HU17 8JD,57.5,0.69
HU10 6JJ,55.9,0.81
YO43 4AP,58.1,0.78
HU15 1BD,64.8,0.86
YO16 7BA,55.1,0.8
YO43 4TB,49.3,0.93
YO43 3RA,68.0,1.01
YO42 2JB,55.8,0.84
HU12 8LZ,65.8,0.94
HU17 7QR,46.5,0.79
HU18 1QB,60.5,0.87
YO16 4PY,70.7,1.06
YO15 1QJ,67.8,1.04
YO16 4HJ,55.5,0.68
DN14 7LN,66.2,1.02
YO25 3PX,44.5,0.77
HU12 9RG,63.3,0.92
HU18 1UA,55.6,0.69
YO15 3QN,35.6,0.83
YO25 9YX,60.5,1.02
HU17 5LJ,60.3,0.97
HU15 1HW,70.7,0.96
HU19 2HT,61.5,0.79
YO15 2DY,53.4,0.7
HU16 4AZ,65.7,0.91
YO16 4DE,72.0,0.88
HU15 2NG,57.2,0.79
YO16 7QR,69.5,1.01
HU10 6DE,56.1,0.78
HU17 5PW,60.1,0.82
HU15 1DD,65.8,0.94
YO42 2ER,65.0,0.98
YO16 7PA,57.3,0.78
HU10 7BW,65.8,0.98
HU17 8DL,60.1,0.87
HU17 7LT,37.6,0.73
HU13 0GT,85.2,1.18
HU10 6US,66.7,0.98
HU18 1ES,58.9,0.9
YO43 3HY,56.4,0.95
DN14 8TP,68.2,1.01
YO41 4ED,73.7,1.08
YO25 5AX,53.3,0.7
YO25 9PH,61.3,0.92
DN14 5UA,64.4,0.91
DN14 7ZH,83.7,1.18
YO42 4QR,56.0,0.97
HU11 5QB,55.6,0.86
YO41 5NL,58.3,0.86
YO15 1DR,55.2,0.79
HU6 8SN,63.5,0.8
HU12 8NB,64.3,0.94
YO15 3BY,65.2,0.84
HU17 0EX,56.1,0.87
YO25 8NS,57.0,0.98
HU10 6LU,60.4,0.81
YO16 4DR,57.6,0.89
HU14 3GD,69.0,1.02
YO16 4NP,48.6,0.62
HU19 2BT,57.0,0.71
HU10 6PD,63.3,0.79
YO25 3YE,58.0,0.99
HU11 5QA,58.7,0.86
HU10 7DJ,82.1,1.13
YO25 8BT,61.0,0.97
DN14 6DG,55.5,0.62
YO15 1NZ,74.1,1.04
YO41 1DZ,59.0,0.88
DN14 5AW,68.3,0.84
HU15 2EP,58.5,0.82
HU19 2PA,58.7,0.82
YO42 2WD,67.7,1.01
YO41 5RA,54.9,0.94
DN14 7UH,61.1,1.06
HU17 9GL,66.8,1.0
YO8 6LT,46.9,0.79
YO43 4QZ,41.0,0.58
HU17 8PP,39.7,0.78
HU12 9RU,51.0,0.86
HU10 6UF,52.3,0.83
YO25 5HH,63.5,0.92
YO41 1SD,83.4,1.17
HU18 1TD,64.8,0.96
YO25 8LT,44.2,0.71
HU10 6ET,60.2,0.82
YO41 4BT,59.6,0.92
HU17 0HB,64.9,0.95
YO15 3JJ,73.8,0.94
YO16 7NE,81.4,1.03
HU10 6TQ,65.6,0.94
HU13 0PX,55.3,0.95
HU5 4SY,57.1,0.83
YO16 7QP,72.1,0.99
YO25 8FH,72.5,1.12
YO41 1AJ,80.2,1.03
YO15 1JA,61.5,0.92
YO25 9UX,44.5,0.67
YO15 1NT,62.4,0.95
YO42 1RU,40.0,0.62
DN14 6ST,56.6,0.69
HU11 4XE,63.7,0.86
YO25 9UQ,53.0,0.89
HU16 5BY,64.6,0.95
YO16 7BL,50.9,0.8
HU17 0QW,56.7,0.65
HU17 8DR,62.1,0.86
HU12 8QT,65.3,0.97
DN14 7DT,58.3,0.79
HU6 8TD,57.1,0.73
YO15 3QE,30.1,0.8
HU10 6QD,66.4,0.92
HU17 7LN,70.2,1.0
YO15 3NX,67.8,1.01
YO41 4DB,55.1,0.89
DN14 8NH,54.5,0.86
HU15 1GN,73.8,1.04
YO25 5NS,69.4,1.03
HU10 7HL,52.8,0.89
HU17 8TN,56.2,1.01
YO25 3TP,51.4,0.78
HU12 8HF,57.2,0.71
YO42 4SA,55.5,0.95
YO8 6LW,46.8,0.78
YO16 4PB,60.5,0.71
HU16 4AQ,63.3,0.98
HU17 8UA,64.2,0.99
HU11 4LD,55.3,0.81
HU11 5RF,59.2,0.91
DN14 8QF,55.0,0.72
HU17 8XG,66.0,0.97
DN14 7ZL,84.2,1.18
HU16 5ND,56.4,0.79
YO43 4HJ,66.7,0.99
HU17 8NQ,56.7,0.72
HU15 2NN,64.5,1.01
YO42 4RB,56.2,0.96
HU17 0JD,61.5,0.85
HU17 8AA,49.0,0.47
YO43 4BF,76.3,1.07
HU10 7PB,55.6,0.81
DN14 9ET,57.6,0.99
HU15 1PZ,68.9,1.03
HU15 1UH,78.7,1.06
YO8 6DH,50.0,0.87
HU15 1RY,78.5,1.05
HU15 1DF,64.0,0.97
HU12 8QZ,68.0,1.05
HU12 9QQ,63.3,0.89
HU13 0EU,55.3,0.71
HU15 1AU,64.8,1.0
YO25 4SN,54.1,0.7
HU15 1US,83.9,1.18
DN14 5TR,63.4,0.86
YO41 1BS,61.4,0.96
YO41 5SG,52.5,0.95
YO16 4QR,66.1,0.94
HU17 8TF,55.8,0.85
YO43 3EL,79.0,1.05
HU18 1JA,58.3,0.68
YO15 3EG,46.4,0.55
YO42 2RP,82.0,1.17
HU15 2PJ,54.9,0.95
YO25 4HG,66.0,0.95
YO16 7NG,85.2,1.13
HU14 3JP,59.9,0.72
YO25 5BQ,66.0,1.01
HU12 9AU,66.9,0.9
YO16 7PL,69.3,0.93
HU10 6QY,60.1,0.74
HU17 9GF,68.7,0.99
HU12 9HJ,64.2,0.97
YO25 6RN,58.2,0.78
HU16 4AU,56.3,0.69
HU17 8HR,58.4,0.69
YO16 4DY,57.2,0.84
YO25 8UN,83.9,1.18
HU14 3ES,57.7,0.84
HU17 7BW,60.4,0.86
HU12 8FA,80.4,1.17
YO42 4JD,63.2,0.97
HU4 7SH,63.7,0.88
HU19 2EW,63.3,0.88
HU17 7QH,65.2,1.0
HU10 7DH,70.2,0.96
HU17 9TE,67.5,1.0
YO41 4JW,73.0,1.05
HU17 0JF,61.0,0.72
HU15 1PA,56.8,0.75
HU13 9DB,62.9,0.74
YO41 1PJ,57.6,1.0
HU5 5YJ,67.6,1.01
DN14 5EL,56.7,0.68
HU17 7QY,33.5,0.7
HU18 1HD,53.2,0.9
HU18 1HA,52.9,0.86
HU12 9AP,57.9,0.84
HU16 5AX,53.1,0.82
HU17 0FB,70.9,1.03
YO15 1BA,55.0,0.77
YO42 2YZ,63.1,1.01
HU13 0QH,58.7,0.6
YO25 9SG,55.1,0.95
YO42 1XB,40.5,0.62
YO16 6XW,65.7,0.98
DN14 7PF,61.2,1.0
HU12 9HA,48.5,0.85
YO43 4TD,43.3,0.91
HU15 1NX,59.7,0.89
YO16 7DU,61.0,0.93
YO42 4DZ,59.8,0.87
YO25 5XA,48.5,0.78
YO25 6BE,81.0,1.14
HU17 8JU,58.2,0.66
YO25 5UY,43.5,0.81
HU15 2PX,63.8,0.93
DN14 6NX,50.7,0.77
YO42 4TR,34.3,0.54
HU17 8UY,68.1,1.01
HU12 8LL,62.8,0.93
HU16 5DY,52.8,0.77
HU10 7NE,62.3,0.86
HU17 0ES,63.4,0.76
HU18 1RR,58.1,0.88
HU12 9HQ,68.7,1.03
DN14 6PY,66.0,0.98
YO25 6YH,61.8,0.97
HU17 8HA,53.5,0.75
HU16 4BP,66.1,1.01
DN14 7NJ,53.4,0.9
HU19 2SB,59.2,0.94
HU15 1TZ,75.2,1.03
HU15 2JH,62.6,0.92
YO16 7FP,62.1,0.97
HU15 2GB,74.7,1.05
DN14 6HF,57.3,0.7
YO25 9XA,39.4,0.68
HU17 9QU,60.8,0.87
HU17 0HD,66.8,0.99
YO16 4AS,58.1,0.89
HU17 8ED,82.7,1.17
YO15 1QB,63.0,0.99
HU12 8QU,62.8,0.95
DN14 5LN,57.4,0.84
YO42 2LX,62.5,0.91
HU17 8RY,59.5,0.9
HU13 0QT,83.3,1.17
HU10 6LJ,48.2,0.74
YO41 1LT,59.6,0.92
YO15 2QE,63.6,0.81
YO25 3UB,80.0,1.17
HU17 9BY,71.9,1.04
YO16 7AA,59.1,0.78
HU17 8DN,64.9,0.97
HU17 5NY,56.7,0.88
YO42 2UY,69.8,0.98
DN14 5TP,61.7,0.82
HU16 4QA,69.0,1.0
DN14 8AG,40.9,0.65
HU16 5FB,83.8,1.16
HU12 8HT,65.9,0.96
HU12 9EA,62.7,0.93
HU15 2RA,50.3,0.94
YO42 2JT,59.4,0.96
HU12 8LX,60.9,0.96
HU10 6DD,55.5,0.7
YO25 6DU,78.5,1.12
HU18 1LX,54.1,0.85
HU12 0QA,70.0,0.99
HU10 7ES,83.5,1.18
YO25 4TG,66.5,0.98
HU11 5EU,65.4,0.9
YO41 5RE,55.0,0.98
HU17 5LE,56.4,0.78
HU17 0BJ,67.2,0.96
HU13 0HP,63.6,0.98
HU16 4SA,54.9,0.77
HU15 1BN,59.4,0.94
DN14 7AB,66.3,0.77
