district,epc,hpr
HU15,65.9,0.95
YO25,58.7,0.89
HU17,64.6,0.92
HU18,60.0,0.85
HU12,61.4,0.91
DN14,61.1,0.85
HU16,63.8,0.9
HU4,61.3,0.82
YO15,55.7,0.78
HU11,55.5,0.87
YO16,63.4,0.9
HU13,64.0,0.86
HU10,62.9,0.89
YO41,62.7,0.95
YO42,65.5,0.97
YO43,64.7,0.95
HU14,63.4,0.9
HU19,58.5,0.82
HU5,64.0,0.92
HU6,62.9,0.86
YO8,52.7,0.88
HU7,67.4,0.97
HU20,49.1,0.87
HU8,65.0,0.88
DN8,35.0,0.82
