district,epc,hpr
NR31,64.8,0.89
NR30,60.9,0.81
NR29,52.5,0.88
HA7,81.0,1.08
LS8,84.0,1.11
DA1,81.0,1.14
TA21,81.0,1.16
LE16,53.0,1.06
S45,83.0,1.09
NR13,50.0,0.74
L6,82.0,1.02
HP1,77.0,1.05
BN27,87.0,1.15
HP8,75.0,1.05
RH1,81.0,0.92
BA9,83.0,1.18
