postcode,epc,hpr
NR31 8RD,67.4,0.87
NR31 9PP,60.7,0.9
NR31 9BJ,67.3,1.01
NR30 2PR,70.4,0.89
NR31 9RZ,65.3,0.98
NR29 3QN,25.8,0.59
NR29 4NN,28.7,0.6
NR31 0GX,79.0,1.05
NR31 9GF,82.9,1.16
NR30 3AS,76.2,0.99
NR31 6DF,71.4,0.96
NR31 6AN,62.4,0.79
NR31 9BE,64.1,0.9
NR30 2DF,67.1,1.03
NR31 7NX,61.5,0.85
NR31 6EH,51.6,0.84
NR30 5AL,60.9,0.94
NR31 6HJ,61.1,0.85
NR30 1DZ,70.5,0.84
NR29 3TG,81.8,1.17
NR30 2AY,61.6,0.83
NR30 2HU,57.1,0.79
NR29 3RX,57.5,0.92
NR31 6AL,54.4,0.67
NR31 9DE,67.5,0.98
NR30 5TP,64.3,0.98
NR31 8UT,66.6,0.97
NR30 5BW,82.2,1.14
NR31 8NR,57.7,0.92
NR29 4ER,52.5,0.91
NR30 5AP,59.0,0.89
NR30 3AR,75.7,0.99
NR30 2HX,56.6,0.66
NR31 6DD,71.3,0.97
NR30 3DN,56.5,0.73
NR29 4PN,52.2,0.88
NR31 7RF,75.1,1.05
NR30 3RA,70.0,0.92
NR30 3DH,62.1,0.74
NR31 6HU,68.8,0.96
NR31 8RP,69.6,0.99
NR31 7EQ,61.3,0.9
NR30 4JD,56.8,0.65
NR30 2PY,75.5,0.99
NR30 5DE,65.4,0.77
NR30 4JE,56.7,0.67
NR31 7PG,58.9,0.87
NR31 6EU,71.3,0.95
NR30 5LG,59.2,0.94
NR31 6SB,84.0,1.09
NR31 9GE,78.8,1.03
NR29 3AZ,53.8,0.92
NR30 1BQ,45.3,0.65
NR30 2DP,55.5,0.67
NR31 6LE,56.5,0.73
NR31 0EJ,62.1,0.79
NR31 6BA,57.5,0.69
NR31 6AP,64.3,0.79
HA7 1FE,81.0,1.08
NR31 7BX,73.2,1.01
NR31 9XL,82.8,1.16
NR29 4SU,62.0,0.96
NR30 1QA,57.7,0.66
NR31 7BY,79.1,1.09
NR29 4HB,52.5,0.93
NR31 8PX,65.2,0.93
NR31 8RS,79.0,1.03
NR29 4BN,47.5,0.88
NR31 0LB,59.1,0.72
NR31 6JT,62.1,0.88
NR31 8NY,59.2,0.89
NR29 4NW,25.0,0.62
NR31 7BN,67.8,0.95
NR30 2DN,58.0,0.79
NR31 8SX,66.4,0.98
NR31 8PR,60.5,0.79
NR31 7JH,72.3,0.95
NR29 3NZ,42.3,0.79
NR31 9WH,50.7,0.84
NR29 4HZ,37.6,0.58
NR30 3DL,64.1,0.77
NR31 8TJ,68.9,0.97
NR30 4NS,74.1,0.89
NR30 2HL,56.1,0.67
NR30 1NL,50.8,0.66
NR29 3NT,40.9,0.75
NR31 6TB,60.1,0.92
NR30 5AA,52.0,0.71
NR30 5DB,55.5,0.74
NR31 6DR,52.9,0.73
NR31 0QJ,71.3,1.0
NR29 3HJ,59.0,0.94
NR31 6DJ,54.3,0.71
NR31 0PA,69.3,1.0
NR30 2EG,57.4,0.69
NR30 3JR,52.2,0.71
NR30 1PT,73.9,0.96
NR31 0BX,59.7,0.79
NR30 1HF,57.3,0.84
NR30 3BY,80.0,1.08
NR31 6ED,60.0,0.88
NR31 9PH,59.1,0.87
NR29 3DN,60.8,0.96
NR31 6LZ,60.1,0.74
NR31 6PF,57.9,0.7
NR29 5JY,28.4,0.8
NR30 3BH,51.5,0.65
NR31 8HN,68.9,1.03
NR31 6JB,52.8,0.93
NR31 7QY,55.2,0.83
NR31 6PN,62.0,0.83
NR31 8PE,62.7,0.96
NR31 6BH,61.0,0.79
NR30 2NA,56.9,0.66
NR30 3BP,54.1,0.66
NR29 3TE,82.0,1.17
NR30 3HJ,54.7,0.68
NR31 8AE,55.3,0.73
LS8 3TH,84.0,1.11
NR31 6NY,66.6,0.88
NR30 2LP,46.2,0.7
NR30 4AP,61.8,0.93
NR31 0BQ,59.8,0.71
NR31 7DS,73.8,0.99
NR29 3NW,30.1,0.62
NR31 8RE,64.5,0.87
NR31 0BW,58.6,0.69
NR29 3BF,77.9,1.11
NR31 8JX,59.8,0.98
NR29 3HP,59.8,0.95
NR30 5AW,68.0,0.98
NR30 4JB,55.6,0.71
NR29 4LP,51.4,0.95
NR30 4DP,56.0,0.83
NR31 8AT,54.7,0.86
NR31 0EW,63.0,0.82
NR31 0EH,55.0,0.67
NR30 5TQ,64.7,1.01
NR31 7NY,63.0,0.92
NR31 6ET,72.5,0.96
NR30 2HG,53.7,0.66
NR30 1JB,51.7,0.7
NR30 5DW,57.0,0.74
NR30 5DL,52.4,0.67
NR30 3AX,67.5,0.85
NR31 8RQ,68.1,0.98
NR31 9HW,75.6,0.92
NR31 9GD,75.2,1.11
NR31 6TT,65.0,0.84
NR30 2LU,75.7,0.94
NR31 7DG,67.5,0.93
NR30 1DJ,62.1,0.95
NR30 2AU,67.9,0.8
NR31 6DE,72.7,0.95
NR31 6EW,71.1,0.95
NR30 4LU,59.7,0.75
NR31 9LW,60.4,0.89
NR31 9PD,58.0,0.9
