district,epc,hpr
ME12,63.3,0.87
ME9,63.2,0.9
ME10,66.9,0.91
ME13,63.4,0.87
ME11,63.9,0.87
ME8,61.8,0.91
CT2,55.0,0.78
CT4,80.0,1.17
