outcode,epc,hpr,lat,long
HR1,62.7,0.89,52.0590736,-2.6797236
HR8,61.4,0.9,52.0447156,-2.4453658
HR2,60.9,0.89,52.0098796,-2.7854912
HR6,58.4,0.88,52.2333219,-2.7731407
HR4,60.8,0.88,52.0905547,-2.7712966
SY8,48.5,0.82,52.3650723,-2.6953443
HR5,55.1,0.83,52.196357,-3.0367417
HR9,59.0,0.89,51.9077349,-2.5827297
WR6,50.3,0.82,52.2298799,-2.3821575
HR7,59.7,0.88,52.1855201,-2.5236492
SY7,47.4,0.8,52.4254259,-2.8867442
WR13,60.2,0.88,52.0930845,-2.3428588
HR3,47.2,0.79,52.0939594,-3.0850031
GL18,54.1,0.84,51.9416934,-2.4150411
WR14,49.9,0.74,52.1144453,-2.3204072
LD8,40.7,0.74,52.2645156,-3.0484652
NP25,50.4,0.81,51.8025304,-2.7242692
WR15,47.3,0.79,52.3054003,-2.5688982
GL17,51.5,0.84,51.8552806,-2.5103348
LD7,46.5,0.81,52.351601,-3.0907216
HR0,49.0,0.67,nan,nan
NP7,33.5,0.56,51.8294388,-3.0112466
