district,epc,hpr
WF14,64.8,0.91
WF16,62.1,0.87
WF13,62.6,0.85
WF15,64.1,0.9
WF17,62.3,0.85
HD2,61.6,0.84
BD19,64.7,0.89
HD9,63.2,0.87
HD4,60.6,0.82
WF12,63.1,0.87
HD5,61.9,0.85
HD8,63.2,0.9
HD7,61.2,0.82
HD3,64.0,0.86
HD1,59.7,0.75
BD11,65.4,0.91
WF5,59.9,0.9
BD4,62.6,0.88
BD12,60.4,0.84
WF4,65.0,0.92
HD6,58.7,0.84
BD10,81.5,1.1
HX4,25.2,0.6
WF11,81.5,1.12
HX8,79.0,1.11
