district,epc,hpr
UB4,63.6,0.81
UB3,66.4,0.85
UB8,65.9,0.85
UB10,65.5,0.85
HA4,62.8,0.81
HA6,63.5,0.82
UB7,67.0,0.88
HA5,61.2,0.8
UB9,62.3,0.84
UB5,64.7,0.94
WD3,65.9,0.94
TW14,66.1,1.03
TW19,31.3,0.79
N5,84.0,1.01
TW6,62.0,0.75
