district,epc,hpr
CO10,64.4,0.91
IP7,62.6,0.92
IP9,58.7,0.9
IP29,50.6,0.83
IP8,65.1,0.95
IP30,55.9,0.88
CO11,62.5,0.91
CO6,55.9,0.88
CO7,58.4,0.87
IP2,66.0,0.93
CO8,62.2,0.88
CO01,79.8,1.09
