district,epc,hpr
AL7,69.7,0.95
AL10,68.7,0.9
EN6,61.4,0.83
AL6,65.3,0.92
AL8,63.9,0.88
AL9,63.2,0.86
SG3,67.8,0.94
SG13,53.8,0.84
AL4,53.4,0.74
SG4,8.0,0.61
EN2,64.0,0.91
