district,epc,hpr
S42,64.7,0.93
S45,64.7,0.91
S18,61.7,0.88
DE55,62.8,0.9
S21,62.9,0.9
S44,63.3,0.91
S12,63.7,0.89
S17,79.4,1.1
S41,72.4,1.01
S43,48.2,0.75
S40,60.6,0.96
S8,39.6,0.75
DE4,56.3,0.93
TS14,85.0,1.09
