postcode,epc,hpr
SW6 7BB,58.1,0.61
W14 9HS,67.6,0.63
SW6 6NH,58.5,0.61
W14 0NP,62.9,0.64
W12 0RG,79.5,1.02
SW6 6PS,58.0,0.59
W6 0DN,60.3,0.69
SW6 5TD,66.3,0.69
W12 7QW,63.9,0.6
W14 9NS,69.8,0.81
W12 8BG,83.9,1.1
SW6 6PJ,59.6,0.58
SW6 4JA,72.7,0.81
W6 8QR,71.3,0.93
W6 8NG,66.7,0.69
W14 0TH,59.1,0.62
W12 9AL,66.2,0.57
W12 0BZ,86.2,1.07
SW6 6NX,57.8,0.58
W14 0AU,62.5,0.62
W14 0TL,59.3,0.64
SW6 2DF,62.2,0.66
SW6 4DS,58.0,0.58
W12 7GS,85.5,1.07
W14 9JH,65.5,0.58
W12 0BD,61.9,0.64
W12 7LY,66.0,0.65
SW6 7EJ,56.4,0.58
SW6 2TN,78.0,1.0
SW6 4EN,64.9,0.63
SW6 6LQ,67.0,0.71
W6 0AD,62.3,0.59
W3 7NX,85.0,1.05
SW6 2HU,65.4,0.63
W12 9BH,67.5,0.69
W14 0HU,62.4,0.58
W6 9BF,82.4,1.07
W12 8HD,64.1,0.7
SW6 4HL,52.5,0.57
SW6 7NB,59.4,0.62
W12 8LL,70.8,0.67
W12 8LN,66.1,0.59
W6 8JT,59.0,0.63
W12 9BY,69.4,0.86
W12 8BJ,64.8,0.61
SW6 2PW,60.8,0.6
SW6 6SU,67.7,0.71
W14 9LS,58.6,0.57
W3 7DY,82.6,1.04
W6 9LH,85.3,1.07
SW6 3UR,70.0,0.78
SW6 5LR,63.0,0.6
SW6 2LX,60.2,0.58
SW6 2EW,74.8,0.98
W12 8NU,67.0,0.7
W12 0AD,64.1,0.69
W12 9DP,64.4,0.68
W6 0NR,62.0,0.63
W6 0LA,68.8,0.71
W12 0BB,62.2,0.68
W12 0BL,59.1,0.69
W12 7NH,71.2,0.71
W12 0JA,59.2,0.57
W12 0LN,59.6,0.62
W12 0UE,83.2,1.05
W6 0AL,63.4,0.6
W14 9YB,69.6,0.93
W6 0BP,62.4,0.59
W14 9JX,69.1,0.61
SW6 3BJ,84.1,1.08
W14 0HX,63.2,0.58
SW6 7PF,63.4,0.6
SW6 6LY,63.4,0.57
W12 7JP,62.1,0.66
SW6 7ET,57.5,0.59
W6 8LJ,63.5,0.65
SW6 2TQ,77.3,0.99
SW6 5BS,63.8,0.65
SW6 2FT,82.7,1.05
W12 7JY,64.2,0.67
W6 0UH,46.0,0.66
W6 0PH,63.1,0.62
SW6 1LW,64.5,0.63
W6 0RN,67.6,0.65
W6 9YG,85.4,1.07
W6 7DY,67.6,0.76
W12 0LQ,62.1,0.75
SW6 6RA,61.0,0.58
W12 8LQ,63.6,0.6
W12 0AG,58.9,0.67
W6 0AS,75.6,0.98
SW6 6HU,63.4,0.76
W12 8PB,65.0,0.67
W6 9NH,66.3,0.61
W14 0HD,67.6,0.62
SW10 0XA,72.4,0.96
SW6 6SP,61.0,0.57
W12 7EH,65.9,0.61
SW6 2NR,54.1,0.63
W6 9JB,60.9,0.62
SW6 4RJ,69.1,0.74
SW6 3ND,62.1,0.63
SW6 2DT,60.9,0.65
SW6 5RD,61.6,0.67
W14 0NR,66.2,0.64
W14 9HW,61.6,0.48
W14 8QW,64.6,0.62
W6 0HQ,80.3,1.01
SW6 2PT,73.7,1.02
W12 0TA,65.7,0.61
SW6 6UA,70.1,0.89
W6 8HE,59.5,0.59
W6 0DE,68.4,0.88
SW6 7SN,68.4,0.63
SW6 5EB,60.8,0.64
W12 0HT,63.3,0.68
W12 7AA,60.5,0.77
SW6 2AX,72.1,0.89
NW10 6AT,59.5,0.62
SW6 1BH,51.6,0.56
W14 0PS,65.4,0.67
W12 0LY,59.0,0.58
W6 9PB,58.1,0.57
SW6 3UG,66.1,0.65
W12 8BY,62.8,0.61
SW6 7RX,71.1,0.85
W6 0DX,58.0,0.59
W6 0XH,58.1,0.68
W14 0HY,62.6,0.55
W14 8RY,65.9,0.65
W12 9DT,66.6,0.72
SW6 2SF,62.9,0.61
SW6 3DQ,69.7,0.84
W6 0NJ,66.5,0.66
W6 0XD,71.9,0.79
W12 0AH,63.7,0.68
SW6 6NU,61.2,0.61
W12 0HN,67.1,0.74
W6 9DD,60.2,0.57
W12 7HX,84.3,1.06
SW10 0JR,87.4,1.08
W6 0HB,59.9,0.56
W12 0PB,58.2,0.79
SW6 3UT,70.1,0.81
W12 8JH,66.1,0.66
W12 8BH,67.7,0.65
W12 7FH,85.0,1.11
W14 0HT,61.0,0.58
W14 8UQ,66.4,0.68
SW6 6JH,53.1,0.62
SW6 2FH,82.6,1.01
SW6 6LZ,62.4,0.58
W14 0DB,69.7,0.78
W12 9NY,60.1,0.68
W6 8HS,62.4,0.8
W6 0RY,61.2,0.65
W12 7JU,66.5,0.6
W6 9LG,64.6,0.69
W6 0LP,63.5,0.68
W6 8RD,61.5,0.62
W12 7HP,66.7,0.6
SW6 3SL,61.1,0.63
W14 9SP,63.9,0.56
W6 0PJ,64.2,0.63
SW6 7JZ,55.3,0.57
SW6 4NR,69.9,0.78
W3 7DR,84.6,0.96
W6 0SU,69.8,0.72
W12 0NF,62.8,0.79
SW6 5LF,66.0,0.63
SW6 1TN,65.8,0.62
SW6 3SG,62.7,0.59
W12 7FS,85.5,1.05
SW6 2HW,77.7,1.0
W12 7ND,67.4,0.61
W6 0UY,53.1,0.74
SW6 7DT,65.1,0.65
