postcode,epc,hpr
TR21 0NA,46.8,0.82
TR21 0ND,44.3,0.82
TR21 0NW,45.2,0.71
TR21 0LP,56.0,0.77
TR21 0LL,28.0,0.62
TR21 0NL,60.6,0.93
TR21 0NS,43.7,0.85
TR21 0JT,38.6,0.66
TR21 0JD,47.8,0.78
TR21 0PT,47.5,0.75
TR24 0PU,77.2,1.13
TR21 0NG,58.5,0.9
TR21 0JG,35.2,0.77
TR22 0PL,46.1,0.84
TR21 0NJ,51.3,0.9
TR21 0HY,36.5,0.61
TR21 0NY,57.3,0.86
TR21 0LS,32.6,0.66
TR21 0PS,48.9,0.78
TR21 0NE,34.9,0.71
TR21 0JE,55.1,0.91
TR21 0JJ,51.8,0.88
TR25 0QW,50.9,0.92
TR23 0PR,37.1,0.76
TR21 0JZ,45.6,0.84
TR21 0HZ,46.1,0.88
TR21 0PZ,43.4,0.74
TR21 0JL,41.0,0.82
TR21 0HX,27.8,0.65
TR21 0NF,40.3,0.72
TR21 0JQ,33.9,0.73
TR21 0PA,41.5,0.91
TR24 0PW,68.0,1.13
TR21 0NT,55.8,0.75
TR21 0NP,40.8,0.8
TR21 0NB,36.7,0.68
TR21 0PU,45.4,0.9
TR21 0PB,64.5,1.01
TR25 0QN,49.6,0.89
TR21 0LN,45.3,0.74
TR21 0NR,48.4,0.94
TR25 0QL,42.0,0.84
TR21 0JU,42.2,0.57
TR21 0NX,45.7,0.82
TR21 0NH,42.2,0.77
TR21 0HW,86.2,1.11
TR21 0JX,42.1,0.84
TR21 0JH,53.5,0.69
TR21 0LQ,44.0,1.08
TR21 0NU,46.8,0.69
TR21 0NN,37.0,0.71
TR21 0PP,53.5,1.03
TR21 0JN,53.7,0.92
TR21 0JW,26.0,0.44
TR21 0NZ,43.0,0.85
TR24 0AE,64.0,1.03
TR25 3BN,79.0,1.14
TR21 0NQ,11.0,0.79
TR22 5RP,72.0,1.13
