postcode,epc,hpr
CF48 3NW,63.1,0.8
CF48 4TE,66.9,0.95
CF48 1PE,74.4,0.99
CF47 9JB,60.3,0.83
CF47 9BB,68.5,0.91
CF48 3HE,67.3,0.99
CF48 1PP,72.8,0.98
CF48 3NY,63.0,0.82
CF47 0RP,67.7,0.98
CF48 4TL,84.2,1.18
CF47 9SB,67.1,0.94
CF47 9SA,67.7,0.95
CF47 9RY,67.8,0.95
CF46 5AS,65.7,0.93
CF48 4EY,64.6,0.89
CF47 9BP,66.1,0.89
CF47 9UL,64.8,0.85
CF46 6AT,58.3,0.8
CF47 9TP,66.6,0.94
CF48 1HE,66.3,0.93
CF47 9NT,65.1,0.84
CF47 9DD,69.2,0.94
CF47 9DR,67.4,0.92
CF46 5LN,44.4,0.55
CF46 6AU,53.7,0.73
CF47 9NR,65.6,0.92
CF48 1JG,64.5,0.89
CF48 3AG,67.1,0.96
CF48 4TD,56.7,0.69
CF48 1AH,71.2,0.99
CF48 3LD,69.7,1.01
CF48 4NZ,56.5,0.71
CF48 4QU,58.8,0.62
CF47 9HS,61.2,0.73
CF47 9TB,65.6,0.9
CF46 5LY,57.6,0.72
CF46 5BA,59.1,0.74
CF48 2ED,69.7,0.95
CF48 3AY,53.3,0.6
CF47 9HW,61.7,0.72
CF48 4QR,50.6,0.58
CF47 0AR,84.5,1.18
CF46 6DF,66.7,0.87
CF48 4JA,61.3,0.76
CF48 2AY,69.3,1.0
CF47 0SS,61.2,0.82
CF47 9BE,67.5,0.89
CF47 9BH,63.2,0.88
CF47 9TE,64.5,0.95
CF47 0GE,71.0,1.04
CF48 2HD,67.0,0.98
CF47 9TR,64.9,0.87
CF47 8PU,65.9,0.8
CF47 9DW,67.4,0.93
CF47 9JJ,64.1,0.9
CF47 0ST,58.5,0.81
CF48 1PL,78.9,1.12
CF48 1JB,63.1,0.92
CF47 9JD,59.4,0.85
CF47 0JD,79.4,1.11
CF48 3SW,58.1,0.68
CF48 4HD,60.9,0.71
CF46 5EA,56.2,0.82
CF46 6DE,63.8,0.86
CF47 9NS,67.1,0.91
CF47 9PH,67.7,0.92
CF48 1NG,63.1,0.86
CF47 8SW,55.4,0.67
CF48 1NS,80.2,1.09
CF47 0LQ,62.5,0.87
CF47 9YR,56.9,0.6
CF47 9PL,64.6,0.86
CF47 0RG,60.0,0.7
CF46 5DU,54.7,0.71
CF47 9JE,65.1,0.92
CF47 0DL,53.5,0.48
CF47 0DA,59.4,0.68
CF47 9UX,67.0,0.84
CF48 3NF,66.3,0.87
CF47 9YH,55.1,0.64
CF47 9SD,67.3,0.91
CF46 6FB,81.3,1.16
CF48 4QW,55.0,0.68
CF48 2NU,52.4,0.72
CF47 0RJ,62.1,0.7
CF48 1JU,67.3,0.93
CF48 2NB,66.8,0.79
CF48 1YT,69.8,0.92
CF48 1SJ,62.9,0.8
CF47 0JA,78.3,1.08
CF47 8NA,53.6,0.59
CF47 8DP,40.3,0.62
CF46 6AD,51.8,0.7
CF47 9BW,60.7,0.9
CF47 9RR,67.0,0.91
CF47 0TA,61.9,0.84
CF47 0PP,60.0,0.7
CF47 8YT,51.8,0.56
CF48 2RA,57.2,0.81
CF47 9YY,60.1,0.8
CF46 6RN,56.4,0.57
CF48 1LF,64.6,0.88
CF48 4NG,57.8,0.71
CF48 4HE,59.6,0.7
CF46 5NB,58.3,0.8
CF48 4TX,84.1,1.18
CF48 2ET,68.0,0.95
CF47 9DU,64.9,0.93
CF47 8HR,67.9,0.78
CF47 9TW,63.8,0.95
CF46 6DQ,80.8,1.14
CF48 1HD,63.1,0.9
CF48 3BA,57.1,0.67
CF48 2NW,60.0,0.63
CF47 8UB,51.0,0.74
CF47 0YU,68.1,0.91
CF47 8PX,55.8,0.72
CF48 4QN,53.1,0.7
CF48 2BD,52.6,0.56
CF48 4HA,73.4,0.99
CF47 0ND,61.3,0.77
CF47 0BH,59.6,0.78
CF48 1JN,66.0,0.94
CF47 9PA,68.2,0.92
CF48 3BG,65.1,0.72
CF47 9HU,54.2,0.58
CF48 1TP,65.0,0.92
CF47 0DQ,72.2,1.04
CF48 1AQ,79.7,1.06
CF47 9TG,66.9,0.94
CF48 3RB,62.9,0.73
CF48 4EE,61.6,0.72
CF47 0AU,73.3,0.99
CF48 1JF,60.6,0.85
CF47 0JH,78.5,1.11
CF47 8TH,56.7,0.63
CF46 5HT,63.1,0.89
CF48 1NA,66.8,0.87
CF48 3RR,62.5,0.7
CF47 0NT,60.0,0.8
CF47 8DN,73.0,0.86
CF46 5HN,62.2,0.73
CF48 3PB,60.8,0.68
CF48 2DF,62.9,0.9
CF47 0TH,58.9,0.79
CF48 1NL,71.6,1.02
CF48 4HN,65.2,0.85
CF47 0AX,60.7,0.72
CF47 0LB,58.0,0.76
CF47 8NF,63.9,0.73
CF48 2BB,52.7,0.55
CF48 1AD,70.4,1.03
CF47 9SE,70.8,0.94
CF46 5NR,60.1,0.68
CF48 1LU,66.7,0.91
CF47 9TN,62.7,0.84
CF46 5NG,67.2,0.98
CF46 5LF,59.4,0.69
CF47 0NP,60.4,0.75
CF48 4ES,51.1,0.72
CF46 5HE,60.6,0.69
CF48 2DL,60.1,0.81
CF48 4HF,63.0,0.9
CF47 9TU,66.5,0.9
CF48 2PW,73.4,0.97
CF48 3AU,59.9,0.69
