sector,epc,hpr,lat,long
CF48 3,63.2,0.79,-3.354265157894736,51.76309928070176
CF48 4,62.9,0.81,-3.346517868085108,51.706837685106414
CF48 1,67.8,0.93,-3.3969532739130406,51.74460628695649
CF47 9,64.8,0.86,-3.374590819047619,51.7608416714286
CF47 0,62.9,0.81,-3.370615118421052,51.744645824561374
CF46 5,63.0,0.83,-3.3099169799999983,51.66199776666668
CF46 6,61.7,0.82,-3.293488702020201,51.66678456565656
CF48 2,62.0,0.84,-3.3835700175438603,51.770992087719314
CF47 8,61.5,0.75,-3.3808200053475947,51.74969543315508
CF47 2,74.0,1.02,nan,nan
