district,epc,hpr
HP9,65.0,0.89
SL1,62.7,0.86
SL0,62.3,0.85
SL6,65.1,0.88
SL9,62.8,0.87
SL3,59.4,0.84
SL2,63.9,0.89
UB9,65.5,0.88
SL4,68.4,0.94
HP10,38.6,0.7
UB7,47.2,0.63
HP7,51.0,0.69
HP19,64.0,0.98
