sector,epc,hpr,lat,long
TS6 6,61.6,0.87,-1.174309490066225,54.577369582781465
TS12 1,59.9,0.79,-0.9790527914438496,54.58116065775399
TS10 5,65.1,0.93,-1.0920928284023672,54.60677122485205
TS10 3,56.3,0.78,-1.05469354945055,54.612651670329655
TS6 0,66.3,0.93,-1.158885721374045,54.55602804961835
TS10 1,58.8,0.8,-1.0741664232558137,54.61387876744185
TS6 7,65.7,0.95,-1.1460513034482764,54.57428282758621
TS12 2,62.7,0.87,-0.9611764340175952,54.56415592961878
TS12 3,56.2,0.8,-0.9655644370370372,54.53403923703703
TS10 2,63.8,0.92,-1.055383357414449,54.60259101140685
TS10 4,70.0,0.98,-1.0748079527896992,54.59938016738197
TS14 7,65.1,0.92,-1.0539854657534242,54.52865441780823
TS6 9,65.2,0.91,-1.1475165629921262,54.56286578740157
TS14 8,67.6,0.98,-1.0780821879194629,54.52830032214765
TS13 4,58.8,0.81,-0.8859039669117648,54.553464018382336
TS6 8,64.0,0.92,-1.1322245568181817,54.56654617045455
TS11 7,63.2,0.88,-1.0122660787401572,54.59138501574801
TS7 0,64.0,0.93,-1.1741724663461532,54.52574576442308
TS7 9,63.1,0.88,-1.17383004519774,54.545950937853135
TS11 8,60.4,0.85,-1.0425586153846154,54.57926356410256
TS14 6,62.4,0.85,-1.0579372694063929,54.53785201369863
TS11 6,61.1,0.88,-1.026787551401869,54.59221894392522
TS9 6,46.4,0.83,-1.1308994669811312,54.4857892264151
TS13 5,54.1,0.83,-0.7842591382113826,54.54156997560975
TS3 0,64.0,0.96,-1.1881990504587152,54.55172326146787
