district,epc,hpr
SN2,65.8,0.88
SN3,67.6,0.93
SN5,67.2,0.96
SN25,73.6,1.02
SN26,72.6,1.02
SN1,66.3,0.85
SN4,63.4,0.9
SN6,62.5,0.87
SN8,50.7,0.89
NR30,83.0,1.15
PO19,95.0,1.16
CM17,85.0,1.06
