outcode,epc,hpr,lat,long
LU7,67.7,0.95,51.9072379,-0.6629591
SG18,68.5,0.96,52.0825989,-0.2645551
MK45,66.5,0.95,52.0216132,-0.4703173
MK43,69.0,0.98,52.1119082,-0.5583834
SG16,69.6,0.98,52.0142001,-0.298799
SG15,67.1,0.92,52.013322,-0.2637871
SG19,65.6,0.93,52.1394738,-0.2395501
LU6,65.4,0.9,51.8780425,-0.5377989
SG5,71.2,0.99,51.9713173,-0.2810918
LU5,67.8,0.94,51.910954,-0.5140444
MK17,64.8,0.91,51.997579,-0.6993948
SG17,70.0,0.98,52.0345727,-0.3353918
LU2,66.6,0.98,51.8932427,-0.3944578
LU3,65.6,0.97,51.9086465,-0.4426142
LU1,65.2,0.92,51.8744779,-0.4270575
MK44,64.1,0.92,52.1965903,-0.4242789
LU4,71.6,0.99,51.8983235,-0.4686662
HP4,51.5,0.86,51.7678331,-0.5685998
AL5,73.1,1.01,51.8153821,-0.3520548
PE19,44.5,0.9,52.2359693,-0.2636521
MK42,85.3,1.17,52.1173913,-0.4724081
AL3,60.5,0.78,51.7803976,-0.3775501
LU20,63.0,0.69,nan,nan
IP14,78.0,0.91,52.206002,1.0312375
SG7,75.5,1.17,52.0045147,-0.1754105
