postcode,epc,hpr
NP22 5HL,57.6,0.7
CF83 1TF,69.2,0.98
NP24 6AD,56.7,0.66
NP11 5LA,60.2,0.86
NP11 6DN,60.9,0.93
NP11 7NR,73.8,1.04
NP11 3JW,59.4,0.81
CF83 3FL,60.2,0.82
NP11 7QD,56.2,0.7
NP11 6HH,77.6,1.05
NP22 5JT,71.8,1.02
CF83 3EP,42.2,0.87
CF82 8BR,52.6,0.78
NP12 0NL,66.3,0.88
NP12 0GX,67.0,1.02
CF83 8AR,69.4,0.91
CF83 1QR,70.5,0.95
NP12 0JY,57.4,0.69
CF81 8UJ,57.6,0.7
CF81 9FN,62.3,0.82
NP11 7LA,55.9,0.63
NP24 6DT,54.0,0.68
NP11 3GQ,67.8,0.98
NP12 0QA,67.2,0.96
CF83 3EW,65.1,0.98
NP12 1WA,64.1,0.89
CF83 8TE,68.2,0.89
CF83 3HS,53.4,0.68
NP11 6HZ,62.4,0.72
NP12 3LQ,59.4,0.84
NP12 3TJ,66.4,0.9
NP12 0RP,59.5,0.94
NP11 7AS,72.7,1.04
CF83 2RY,68.7,0.79
CF81 8TS,63.7,0.92
CF81 8TT,73.8,1.05
NP11 6PL,71.7,0.97
CF83 1RH,67.2,0.84
NP12 2HA,54.2,0.8
NP22 5NN,80.0,0.98
CF46 6EU,59.2,0.75
NP11 6FH,57.9,0.79
NP11 4EL,65.8,0.94
NP11 5LE,51.8,0.74
CF81 9PA,75.7,1.05
NP22 5AF,65.3,0.9
NP11 7LE,55.2,0.71
NP11 6EL,33.4,0.65
CF83 2JZ,65.2,0.91
NP22 5LE,70.6,0.95
CF46 6DR,53.4,0.82
NP12 3JS,58.9,0.76
NP12 1EE,59.7,0.75
CF83 2BX,66.3,0.98
CF81 9FT,56.6,0.67
NP11 6BP,58.9,0.78
CF83 1PY,75.2,1.02
CF83 4DD,55.7,0.65
CF83 1SR,68.4,1.0
CF82 7JL,63.0,0.88
CF81 9QP,63.8,0.81
NP11 7DH,70.6,0.88
NP12 1AP,58.1,0.65
NP11 6BL,74.0,0.93
NP11 6EE,64.9,0.85
NP12 0FA,49.9,0.94
NP12 2QL,70.1,0.93
CF81 8TE,57.5,0.67
CF83 1BA,70.6,0.79
CF81 8PE,57.1,0.73
NP11 5BW,73.2,1.01
CF83 4DX,53.8,0.66
NP12 3LD,62.3,0.87
NP11 5JH,58.4,0.65
CF82 8DW,57.5,0.84
CF82 7RP,57.0,0.63
CF81 9DR,60.9,0.85
CF81 9PX,66.9,0.79
NP11 4SX,54.8,0.66
CF83 2PF,66.6,0.92
NP22 5DE,68.2,0.82
CF82 6AX,74.3,1.08
CF81 8PT,68.5,0.77
NP22 5LH,65.9,0.92
CF82 7JE,68.2,0.93
CF83 2UP,61.5,0.86
CF81 9DX,63.8,0.91
NP12 3LJ,60.0,0.85
NP12 1QD,61.4,0.86
NP12 2JN,58.3,0.75
CF83 8HP,66.7,0.96
NP22 3AF,33.8,0.6
NP11 6HU,61.7,0.79
NP22 5JQ,65.6,0.88
NP12 0ND,60.5,0.83
NP11 3DT,61.9,0.73
NP11 7GH,60.8,0.76
CF83 3BT,62.4,0.87
NP22 5EW,56.0,0.69
NP12 0HG,58.7,0.76
NP12 3UP,57.3,0.67
NP12 3TN,66.2,0.88
NP11 6LJ,52.0,0.74
NP12 0NY,83.3,1.17
CF83 2PS,69.3,0.95
NP11 7BL,84.7,1.18
NP12 2QY,82.8,1.18
CF82 7RN,62.2,0.74
CF82 7HT,59.3,0.85
NP24 6PA,59.8,0.69
CF82 6BB,80.0,1.16
NP11 5FY,72.4,0.95
CF82 6AJ,79.9,1.02
CF82 7RB,68.1,1.02
CF82 8EH,61.1,0.76
NP12 1QA,51.7,0.64
NP24 6HX,55.3,0.68
CF82 7TA,66.9,0.96
CF82 8BE,63.1,0.99
CF82 6AQ,84.6,1.17
NP11 7NF,54.9,0.67
CF83 4BN,59.2,0.82
NP11 6AE,62.5,0.78
CF81 9DQ,64.6,0.85
CF83 8SA,51.3,0.65
NP12 1WB,66.8,0.86
NP11 4AE,55.2,0.7
CF82 8ES,62.8,0.78
NP12 0QW,61.0,0.92
NP11 7BB,38.3,0.73
NP12 0JR,55.2,0.68
NP11 3AJ,83.2,1.17
NP12 1QQ,61.4,0.79
CF83 3BN,64.1,0.91
CF83 4HG,63.3,0.72
NP11 6JP,65.9,0.92
NP22 5AQ,59.7,0.67
CF83 4DT,53.9,0.65
CF83 2RP,47.2,0.56
CF82 7GR,66.8,0.98
NP12 3JY,61.5,0.83
CF83 3GA,68.3,0.91
CF83 8FQ,51.5,0.47
CF81 8TL,56.9,0.66
CF82 7QB,67.7,0.95
CF82 8FN,71.3,1.01
NP11 7QZ,56.9,0.79
NP24 6AY,57.0,0.64
NP11 4HU,60.4,0.84
CF82 7HX,67.1,0.93
NP12 2NY,64.3,0.92
CF82 7AU,64.2,0.77
NP11 4HN,56.6,0.69
NP12 2BY,64.5,0.92
CF83 8BA,58.8,0.73
CF83 4FD,56.8,0.67
NP11 3DG,60.8,0.79
CF81 9FE,58.1,0.68
NP11 4SZ,56.1,0.63
NP24 6DJ,74.2,0.95
NP12 1AT,59.2,0.83
NP22 5DW,63.9,0.85
CF82 8FR,74.0,1.04
CF82 8AN,61.0,0.74
CF83 3LE,56.5,0.64
CF83 3QW,68.3,0.97
NP12 1FR,69.7,1.0
CF81 8QL,69.4,0.92
CF81 9BQ,66.0,0.93
CF83 4FU,52.2,0.61
NP12 1ET,64.5,0.79
CF83 2RG,64.0,0.92
NP12 2HN,62.3,0.9
CF81 9PR,65.7,0.75
CF83 3BR,64.3,0.86
CF83 8GT,59.6,0.92
NP11 6RA,61.8,0.91
CF82 8HY,70.8,0.94
CF83 3DW,59.8,0.62
NP12 0DB,59.5,0.87
NP12 3LA,59.9,0.84
CF83 1TT,68.8,0.97
NP12 1EA,60.7,0.74
NP11 4HJ,61.2,0.82
CF46 6DU,58.8,0.72
NP12 2PA,58.1,0.76
NP11 3JP,62.6,0.88
NP12 3TD,55.0,0.7
CF83 4FF,53.0,0.66
CF83 2JY,68.2,0.94
CF83 4GB,57.1,0.64
NP12 0PY,68.8,0.88
CF81 8RJ,57.5,0.63
NP11 3JY,68.1,0.97
CF82 7AX,52.3,0.58
NP12 1QF,52.3,0.71
CF81 8TH,56.2,0.69
NP11 6PG,63.3,0.8
NP12 0DW,62.2,0.89
NP12 2GN,66.0,0.87
CF83 1DD,59.4,0.83
CF83 3DG,42.8,0.71
NP22 5DG,70.8,0.99
CF82 7RT,73.3,1.04
CF83 8PJ,58.8,0.71
NP12 2DS,74.6,1.06
CF46 6EA,55.3,0.61
CF82 8FU,45.7,0.84
CF83 1LD,54.5,0.69
CF83 4EF,61.2,0.84
NP12 3FL,71.9,0.98
CF81 8PA,56.2,0.63
NP22 5AJ,59.7,0.72
CF82 8LE,69.3,0.99
CF81 8LF,72.8,1.0
CF83 3AU,57.6,0.68
CF82 7RA,62.6,0.71
NP12 3TE,57.8,0.75
NP24 6NZ,56.7,0.67
CF81 9JD,56.4,0.85
NP12 3NS,55.7,0.66
CF82 8AT,57.8,0.77
CF83 2AZ,79.7,1.09
CF82 8AH,58.9,0.86
NP22 5JU,69.9,0.98
CF83 4EE,62.9,0.83
CF81 8PR,65.6,0.81
CF83 4EB,67.5,0.86
NP24 6HQ,61.2,0.71
NP12 2FR,78.0,1.01
NP12 1FQ,71.8,1.0
NP11 6FP,48.9,0.61
CF83 1EZ,60.6,0.81
CF83 2UW,53.2,0.81
CF83 2XR,82.5,1.08
NP11 7PN,66.6,0.81
NP22 5JJ,70.4,0.92
CF83 4HH,56.0,0.7
NP22 5HP,70.4,0.95
NP11 4SQ,60.4,0.69
NP12 1EN,62.7,0.87
CF83 8PN,83.0,1.12
CF83 1GB,55.7,0.65
CF83 8FX,59.6,0.66
NP11 7AW,50.1,0.88
CF81 9QD,62.0,0.79
NP11 5DG,71.7,0.85
CF83 2RW,65.5,0.96
NP12 3SZ,51.6,0.67
NP11 7AN,75.1,0.94
NP11 4FN,64.0,0.83
NP24 6BB,61.3,0.69
CF83 1AB,49.3,0.71
CF82 7JS,70.4,0.97
NP12 3XS,60.7,0.9
CF83 4DW,57.4,0.65
NP11 7HS,55.4,0.65
NP12 2QJ,67.3,0.9
CF83 3QU,68.7,0.96
NP11 4EX,60.0,0.64
NP11 3BX,72.5,0.92
CF46 6LF,65.2,0.89
CF83 2PD,58.9,0.77
CF83 8HS,67.0,0.96
CF82 7QS,60.8,0.82
NP12 1QE,58.0,0.84
CF83 3AQ,54.8,0.74
CF81 8PG,58.9,0.66
NP11 3NQ,60.2,0.75
CF83 2BH,85.2,1.06
NP12 2JR,63.0,0.8
NP11 3JX,63.6,0.85
NP11 6JG,62.0,0.87
NP12 2GW,68.3,0.95
NP12 3NG,67.4,0.88
NP11 6PH,63.2,0.77
CF83 8PE,66.2,0.95
CF81 9PH,65.7,0.82
CF82 6AL,69.4,0.81
CF82 7TB,69.4,1.0
CF46 6EL,60.7,0.88
CF81 9BD,61.5,0.69
CF82 7DH,66.8,0.99
NP12 0SF,46.6,0.73
CF82 8HH,66.3,0.97
CF83 1RE,64.7,0.75
CF83 1BB,65.8,1.01
CF82 7GH,47.7,0.73
NP11 4GH,59.2,0.67
CF82 7BU,58.7,0.81
NP12 2AA,54.7,0.78
CF83 3RJ,66.4,0.83
CF81 8SR,56.5,0.66
NP12 1FF,68.8,0.98
CF81 8JL,56.1,0.68
NP12 2ER,66.3,0.99
CF81 8RS,60.0,0.65
CF83 2BE,67.7,1.02
NP11 5DD,66.9,0.98
CF81 8PJ,55.4,0.82
NP11 6GN,61.8,0.87
NP13 2DE,44.8,0.73
NP11 5JL,53.0,0.62
CF82 8EW,64.3,0.85
CF81 8LA,67.4,0.89
NP11 6HG,77.2,0.99
NP11 3DQ,54.3,0.83
CF82 8HP,60.1,0.91
NP22 5EJ,69.7,0.92
CF46 6HJ,65.6,0.96
NP12 3NE,59.7,0.7
CF83 3QB,67.1,0.9
NP11 6HX,66.8,0.75
CF83 3JQ,59.3,1.01
NP12 2EB,59.0,0.89
NP11 7PY,70.4,0.91
CF83 3QF,65.3,0.86
CF82 6GX,77.3,1.05
CF82 8DL,61.7,0.93
NP12 2EH,66.9,0.96
NP11 7JH,58.9,0.74
NP12 0PR,62.2,0.83
CF82 6BG,77.6,1.16
NP11 7EE,55.8,0.66
NP11 5GB,62.5,0.89
NP24 6HG,55.2,0.72
NP11 5FN,60.0,0.78
NP11 7PB,59.4,0.68
NP12 3RL,54.3,0.65
CF83 1NN,64.5,0.9
NP12 3PL,60.0,0.83
CF83 1SB,67.0,0.99
CF83 3RA,65.5,0.86
CF82 7TL,71.0,0.99
NP11 7HJ,61.3,0.7
CF82 8LB,69.7,0.99
CF83 3DF,43.4,0.79
CF83 1BH,82.1,1.09
NP24 6DU,58.1,0.71
NP22 5PJ,68.8,1.01
NP12 2PD,74.8,1.04
NP24 6BW,54.8,0.74
CF83 3BE,64.7,0.83
CF83 2TF,63.2,0.9
CF82 6AR,76.3,1.09
NP12 3TQ,66.6,0.95
CF83 1RN,66.4,0.75
CF81 9AW,52.0,0.67
CF83 8NX,59.3,0.89
CF82 7PQ,80.2,1.05
CF83 2RD,50.8,0.6
CF83 4BH,51.7,0.87
CF83 8PG,64.1,0.82
CF82 6AY,75.7,1.1
CF83 8PU,56.0,0.68
NP22 5PA,75.3,0.97
NP11 5GQ,58.8,0.69
NP11 7FX,58.1,0.68
NP22 3AE,61.1,0.74
CF83 1LY,49.3,0.88
NP11 5FP,51.4,0.76
CF81 9FU,55.3,0.72
NP11 6QG,57.6,0.85
CF82 8BB,67.8,0.98
CF83 1TP,69.2,0.99
NP12 0HL,62.6,0.85
NP22 5NH,61.0,0.72
NP12 0NB,59.7,0.87
CF83 8GL,68.0,0.92
CF83 2PN,62.7,0.85
CF82 7JZ,68.1,0.92
NP12 2JW,58.2,0.76
NP11 6BH,54.0,0.72
CF83 3QP,76.7,1.0
CF83 3BH,64.1,0.85
CF83 2UN,62.3,0.85
CF83 1HH,66.2,0.88
CF83 2TB,59.9,0.85
CF83 3JF,66.6,0.99
CF82 7LX,56.3,0.69
NP12 0LA,53.4,0.74
NP12 2QF,45.0,0.46
NP11 6DB,49.6,0.66
CF83 2QN,64.5,0.91
NP11 7HY,56.7,0.64
NP11 6PF,60.2,0.83
NP12 0LZ,60.5,0.79
NP12 3QX,53.5,0.68
NP12 0BX,63.8,0.88
CF83 8GA,60.3,0.75
NP12 3NN,60.1,0.83
NP11 4PQ,49.0,0.65
CF82 8EP,58.8,0.76
NP24 6AZ,54.8,0.62
CF81 8RQ,56.0,0.68
CF48 4AB,37.0,0.48
CF83 1AD,66.7,0.89
CF83 3BA,56.4,0.81
NP11 4TL,84.1,1.16
NP12 1GT,72.6,1.02
CF83 1DT,68.0,0.85
CF83 8GQ,68.9,0.85
NP11 4AQ,83.1,1.18
CF83 1RY,69.1,0.99
NP12 0QN,67.6,0.98
CF46 6HT,66.0,0.95
NP12 2NB,61.8,0.92
CF83 4FW,65.6,0.86
CF82 7LP,57.4,1.0
NP24 6NN,58.2,0.68
NP12 1WF,66.1,0.86
NP11 5BD,57.8,0.65
CF83 3BB,63.1,0.86
NP11 5GX,61.2,0.68
CF83 4EP,69.7,0.98
CF82 8BZ,58.5,0.77
CF83 8SE,62.5,0.87
NP12 3JX,66.2,0.83
NP12 1QG,58.6,0.8
CF82 8DX,55.0,0.75
CF81 9DT,58.7,0.84
NP12 2EJ,62.3,0.88
CF82 7AW,61.5,0.72
CF82 8LA,64.1,0.95
NP12 0NW,83.4,1.17
CF83 2QQ,59.6,0.86
CF82 7LJ,66.6,0.93
NP12 2LF,73.1,1.01
