sector,epc,hpr,lat,long
NP22 5,64.9,0.86,-3.281737236559141,51.75905125268818
CF83 1,64.4,0.86,-3.2236758321167893,51.57215853284675
NP24 6,59.1,0.73,-3.238532587837837,51.71898954729728
NP11 5,64.3,0.87,-3.1316722937500003,51.66711527499999
NP11 6,62.3,0.83,-3.092726879464286,51.60814291071427
NP11 7,60.9,0.77,-3.1455117647058817,51.624191113122166
NP11 3,65.0,0.89,-3.152855119047619,51.68315755555555
CF83 3,65.0,0.88,-3.215880341549296,51.59047249999998
CF82 8,62.6,0.85,-3.243886164062499,51.66468178125001
NP12 0,63.4,0.87,-3.189002809917354,51.68802492975208
CF83 8,64.5,0.87,-3.1760864295774667,51.59372949295778
CF81 8,61.1,0.78,-3.232463068181818,51.68594595454545
CF81 9,63.4,0.82,-3.254569537383176,51.714563831775685
NP12 1,63.4,0.85,-3.1991434048780474,51.66869237073176
NP12 3,63.0,0.84,-3.217366852631577,51.66689064736843
CF83 2,66.8,0.92,-3.239841314410482,51.58388212227068
NP12 2,64.1,0.88,-3.191615505882353,51.65292818431372
CF46 6,62.0,0.85,-3.293488702020201,51.66678456565656
NP11 4,62.8,0.81,-3.147777141242936,51.66365940112996
CF83 4,60.8,0.77,-3.272864629032258,51.60127620967738
CF82 7,62.5,0.85,-3.2337729901315777,51.64626710197366
CF82 6,78.2,1.08,-3.2426202592592595,51.65424096296296
NP22 3,58.2,0.79,-3.252666898058253,51.77624049999999
NP13 2,39.1,0.7,-3.1358244829545443,51.71076485795458
CF48 4,30.0,0.46,-3.346517868085108,51.706837685106414
CF3 6,52.7,0.9,-3.1153796538461527,51.54037286538463
NP10 8,53.0,0.89,-3.041884147435894,51.566632445512816
NP10 9,57.5,0.8,-3.055315442060086,51.58987012446353
CF37 4,39.2,0.73,-3.327553398843932,51.61037468786128
CF15 7,49.8,0.75,-3.2619140601092904,51.547228409836045
CF14 0,46.2,0.82,-3.1752089999999997,51.53733843999996
NP22 4,53.0,0.61,-3.2428861310679595,51.77739532038837
NP12 4,54.5,0.69,-3.1725045,51.686502
