district,epc,hpr
WA2,66.5,0.9
WA5,67.8,0.94
WA4,64.5,0.89
WA1,65.6,0.89
WA3,65.1,0.93
WA13,64.8,0.89
L19,79.0,1.08
WA8,31.0,0.68
WA9,59.4,0.72
