postcode,epc,hpr
CM18 6AP,61.8,0.87
CM17 9EU,62.7,0.82
CM17 9FJ,78.9,1.09
CM17 0ST,84.4,1.18
CM20 3NW,63.8,0.76
CM20 3QP,69.1,0.8
CM20 3DE,67.1,0.93
CM20 2QN,71.8,0.91
CM20 2LW,60.2,0.77
CM18 7AB,58.7,0.69
CM20 1RE,61.9,0.83
CM20 2AD,69.9,0.97
CM18 6BW,61.2,0.9
CM20 3JB,62.4,0.83
CM18 6EG,68.6,0.94
CM20 2JZ,65.7,0.88
CM19 5RQ,72.2,0.94
CM17 9QW,61.8,0.97
CM20 3HB,72.9,0.99
CM17 9AF,64.6,0.84
CM18 7RT,65.1,0.73
CM18 7BY,70.0,0.82
CM17 9RY,69.7,1.02
CM20 2QW,69.8,0.95
CM18 7SR,63.5,0.74
CM17 0DW,60.8,0.77
CM20 3LG,66.1,0.87
CM20 1NS,65.4,0.75
CM20 1AU,83.1,1.04
CM18 6AW,60.8,0.76
CM18 6SB,64.8,0.87
CM20 3JJ,65.5,0.83
CM20 3LW,66.7,0.89
CM19 4JG,74.3,0.98
CM20 1JL,72.5,0.97
CM17 9TB,71.5,1.03
CM20 2GD,73.3,1.01
CM18 6SD,68.3,0.75
CM19 5QU,66.8,0.94
CM19 4LD,63.2,0.87
CM20 1FF,63.9,0.76
CM20 3JU,62.4,0.88
CM19 4DH,62.7,0.69
CM18 7PB,61.1,0.82
CM18 6BL,69.0,0.99
CM20 3HY,65.1,0.88
CM18 7HH,62.6,0.8
CM20 1QA,65.5,0.84
CM18 7PX,62.1,0.76
CM20 3HR,62.3,0.66
CM17 9BL,64.5,0.93
CM18 6RG,59.9,0.76
CM20 3EU,64.5,0.75
CM20 3QR,63.1,0.84
CM18 7HE,59.7,0.8
CM20 1FP,75.3,1.09
CM20 2QQ,59.9,0.71
CM17 0HU,69.2,0.91
CM20 3RH,62.0,0.8
CM20 2PH,65.3,0.92
CM18 6RZ,63.8,0.89
CM20 3JW,66.3,0.86
CM18 6SX,65.3,0.88
CM18 7QW,67.9,0.78
CM19 4SL,65.0,0.75
CM20 2LD,56.2,0.72
CM17 0HR,66.7,0.92
CM20 3ER,66.0,0.74
CM18 6ED,62.4,0.85
CM20 1RD,61.3,0.82
CM18 6JS,62.2,0.78
CM17 9AY,68.9,0.93
CM17 9AX,67.3,0.94
CM18 7PT,73.1,0.97
CM19 5RG,69.2,0.9
CM18 6BE,63.1,0.69
CM18 6NW,63.0,0.77
CM20 1QF,64.1,0.75
CM17 0SU,83.9,1.17
CM19 5NY,62.9,0.87
CM20 2JY,65.0,0.94
CM18 7DF,61.1,0.85
CM20 3HQ,63.4,0.8
CM17 9LJ,71.9,1.03
CM19 5PB,69.9,0.92
CM18 6HQ,62.6,0.84
CM20 2NY,63.0,0.7
CM20 1LX,78.9,1.05
CM18 6RQ,63.2,0.74
CM18 7PF,64.4,0.8
CM20 1EF,62.2,0.9
CM19 5NE,65.1,0.72
CM20 3LN,67.0,0.9
CM20 1AL,81.6,0.98
CM17 9HH,68.4,1.0
CM18 7QB,59.7,0.76
CM20 3LB,66.1,0.89
CM19 4QD,64.0,0.74
CM19 5AR,62.5,0.99
CM17 0LE,49.8,0.79
CM17 0HP,68.0,0.9
CM19 5RR,69.5,0.91
CM19 4AE,69.9,0.84
CM18 7AJ,55.9,0.69
CM18 6EF,65.5,0.71
CM18 6JZ,68.6,0.9
CM19 4LT,65.2,0.94
CM18 7SL,76.4,0.9
CM17 9XA,65.0,0.97
CM18 6LP,65.1,0.92
CM18 6JT,64.7,0.87
CM18 7QN,66.9,0.79
CM20 3PE,65.9,0.93
CM19 4AU,64.5,0.78
CM17 9AA,65.2,0.87
CM20 3EA,62.6,0.77
CM18 6HH,65.7,0.93
CM20 1BZ,53.8,0.86
CM19 4SW,66.5,0.76
CM17 9QU,70.6,1.02
CM18 6DB,63.3,0.84
CM20 3DA,65.0,0.93
CM20 1FN,79.0,1.04
CM17 9QG,69.4,1.0
CM18 6QY,59.4,0.85
CM20 3RX,67.0,0.92
CM17 0EA,64.2,0.89
CM18 7PA,63.4,0.84
CM18 6JU,62.4,0.83
CM18 6SS,67.3,0.74
CM18 6SA,64.6,0.89
CM18 6UY,63.0,0.73
CM20 3LY,69.0,0.88
CM17 9RX,71.2,0.99
CM17 9AP,64.0,0.87
CM20 2NA,63.2,0.79
CM18 7EA,65.3,0.82
CM17 9DB,63.2,0.84
CM19 5SB,69.4,0.87
CM19 4QG,63.4,0.83
CM18 7AX,61.1,0.7
CM19 4SP,64.7,0.8
CM17 9NU,79.9,1.04
CM18 6LN,65.8,0.87
CM18 6PF,63.3,0.9
CM18 6RR,65.0,0.8
CM20 3PL,64.2,0.83
CM19 5QZ,64.5,0.97
CM20 3AN,62.4,0.64
CM20 1JG,73.3,0.97
CM17 9BZ,70.2,0.94
CM17 9EX,70.6,0.91
CM17 9QP,70.8,1.0
CM20 2JX,66.0,0.7
CM18 6AQ,61.7,0.9
CM20 2PX,62.8,0.73
CM20 2JG,74.6,1.0
CM17 9DQ,68.2,0.94
CM18 6BX,62.3,0.82
CM20 2NX,66.7,0.79
CM20 2PY,61.8,0.7
CM20 3PH,64.9,0.83
CM17 9PX,67.8,0.99
CM17 9EL,67.3,0.91
CM20 1PH,65.1,0.76
CM20 2LX,62.4,0.82
CM18 6QD,64.4,0.83
CM17 0JX,64.5,0.88
CM17 0HF,57.8,0.8
CM20 3HS,65.0,0.75
CM18 6JG,64.4,0.88
CM17 0DE,56.1,0.65
CM18 6DU,60.1,0.8
CM17 0JH,62.6,0.92
CM17 9PR,66.3,0.98
CM20 3LJ,65.9,0.9
CM18 6RB,66.9,1.0
CM18 6DA,64.2,0.88
CM18 6EY,63.9,0.84
CM17 9TF,69.1,1.01
CM18 7RA,60.6,0.57
CM19 5RU,67.6,0.88
CM18 6XL,64.3,0.91
CM18 6DL,60.4,0.84
CM19 4NS,65.1,0.78
CM19 4QF,65.4,0.88
CM18 6TZ,68.1,0.91
CM20 3BG,66.1,0.89
CM17 9PE,65.3,0.98
CM19 5PQ,69.5,0.87
CM20 1QD,68.5,0.91
CM20 1FE,81.9,1.09
CM20 1SU,69.1,0.72
CM17 9PA,66.5,0.97
CM17 0JN,63.6,0.96
CM17 9JA,76.1,1.03
CM18 7RU,66.5,0.73
CM18 6JQ,63.4,0.86
CM18 6XN,60.1,0.81
CM18 7BT,62.0,0.89
CM20 1TA,65.0,0.75
CM20 1SJ,63.8,0.8
CM17 9BT,66.8,0.9
CM20 3BD,60.4,0.64
CM18 6PQ,63.2,0.8
CM20 1PE,68.7,0.89
CM20 1SL,62.9,0.78
CM18 7NX,62.1,0.83
CM20 1PJ,61.2,0.77
CM17 0LQ,63.9,0.91
CM17 9AR,68.2,0.88
CM19 4AF,65.8,0.81
CM19 4HY,61.4,0.91
CM17 9PY,66.7,0.99
CM20 3JF,74.4,0.87
CM17 9HQ,73.3,1.04
CM18 6JE,66.4,0.94
CM20 3JN,65.6,0.86
CM20 1EB,70.2,0.86
CM20 1SF,65.1,0.91
CM20 1RL,65.4,0.84
CM20 2JP,57.2,0.82
CM20 3NN,63.1,0.8
CM18 6UG,54.0,0.76
CM18 6AT,61.6,0.82
CM18 7AE,59.4,0.74
CM18 6TR,66.1,0.88
CM18 7AQ,62.7,0.78
CM20 1SN,65.0,0.76
CM18 7DU,63.6,0.9
CM18 7RF,59.3,0.58
CM17 9BN,64.4,0.91
CM18 7RD,61.2,0.6
CM18 7EG,61.1,0.8
CM20 3QD,60.1,0.79
CM19 4EQ,57.8,0.53
CM20 1PR,79.9,1.03
CM20 3DN,64.1,0.72
CM17 9EQ,64.8,0.92
CM19 4HE,61.5,0.88
CM17 9QF,68.0,1.01
CM19 4AH,64.5,0.86
CM17 0HY,70.0,0.92
CM17 0EB,66.5,0.95
CM18 7QE,62.4,0.81
CM20 3DJ,64.3,0.77
CM18 6RY,61.9,0.88
CM20 3NE,70.2,0.9
