sector,epc,hpr,lat,long
CM18 6,63.8,0.84,0.1073965964912281,51.75917214912281
CM17 9,69.7,0.97,0.1387672841726618,51.76445235251799
CM17 0,66.6,0.9,0.1549400291666667,51.78378546666666
CM20 3,65.0,0.83,0.1118038974358974,51.77197369230768
CM20 2,68.0,0.9,0.1090776464646464,51.78317125757573
CM18 7,64.5,0.82,0.1045667733990147,51.75100389655176
CM20 1,70.7,0.91,0.0881672095808383,51.772665089820336
CM19 5,67.8,0.89,0.058739671641791,51.760822855721365
CM19 4,64.0,0.81,0.0837670304568528,51.75812716751268
OX12 8,87.0,1.14,-1.3930142412280706,51.58494462280702
