district,epc,hpr
SA10,63.3,0.9
SA12,64.1,0.89
SA13,60.1,0.82
SA8,63.0,0.9
SA11,62.0,0.86
SA9,57.9,0.84
SA18,54.5,0.81
CF33,51.7,0.89
SA1,74.2,0.98
SA7,1.0,0.53
