sector,epc,hpr,lat,long
SA10 7,64.4,0.92,-3.820546033333336,51.67188164166662
SA12 7,65.7,0.93,-3.8201242525773194,51.60357348453609
SA10 6,65.3,0.91,-3.8484717382812503,51.6558334375
SA12 8,61.4,0.88,-3.804101405228761,51.616664418300665
SA13 2,62.6,0.9,-3.745075995260664,51.58030418957346
SA8 4,62.3,0.89,-3.854942989637309,51.72498052331609
SA11 3,63.4,0.9,-3.787154226277373,51.66099064963501
SA12 6,64.3,0.88,-3.801201658634538,51.594726883534136
SA9 2,57.9,0.84,-3.7989748494208495,51.77592109652511
SA11 2,62.4,0.86,-3.81702153125,51.64105376339287
SA13 3,59.8,0.8,-3.632987878980891,51.65777294267516
SA10 8,61.2,0.87,-3.774169867469881,51.69885780120484
SA11 1,61.3,0.83,-3.804050518691588,51.657591663551415
SA11 5,61.0,0.86,-3.622817559523809,51.74609601190475
SA8 3,64.4,0.92,-3.834803962962965,51.71604317592595
SA10 9,57.9,0.84,-3.692389284482758,51.77368944827585
SA12 9,63.5,0.89,-3.756389821621621,51.62434061081084
SA18 1,54.5,0.81,-3.884849053097345,51.799455969026525
SA11 4,59.4,0.82,-3.7049442500000014,51.70661381999999
SA13 1,57.7,0.75,-3.776584895833334,51.59197698958334
CF33 6,51.7,0.89,-3.68497243870968,51.531490619354834
SA1 8,74.2,0.98,-3.918486758823528,51.62298378823533
SA7 9,1.0,0.53,-3.886479421926915,51.663780847176064
SA10 2,62.0,0.39,nan,nan
SA13 9,57.0,0.68,-3.7804743,51.5940025
