district,epc,hpr
WR6,52.6,0.87
WR14,64.7,0.88
WR8,56.4,0.86
WR15,55.9,0.86
WR5,69.8,0.98
WR2,62.8,0.91
DY14,48.3,0.82
WR13,57.1,0.89
GL20,52.3,0.86
GL19,50.2,0.83
DY13,53.0,0.87
HR7,45.0,0.83
HR8,45.9,0.74
DY12,45.0,0.76
HR6,72.1,1.1
SY8,46.2,0.87
