outcode,epc,hpr,lat,long
SY12,60.2,0.9,52.9028027,-2.8954535
SY7,51.4,0.83,52.4254259,-2.8867442
WV16,59.8,0.88,52.5095974,-2.4409185
SY1,66.1,0.91,52.7226132,-2.7405434
TF12,61.9,0.88,52.6120064,-2.4817746
SY2,68.4,0.95,52.705579,-2.729248
SY3,63.8,0.9,52.6989988,-2.7732128
TF9,61.0,0.91,52.8968634,-2.4700531
SY8,58.3,0.87,52.3650723,-2.6953443
SY4,59.6,0.9,52.7980636,-2.753822
DY14,53.5,0.88,52.3804492,-2.4685572
SY11,63.3,0.9,52.8699722,-3.0312225
TF11,66.2,0.97,52.6651286,-2.3582963
SY5,58.4,0.91,52.6515091,-2.8328135
SY13,60.0,0.89,52.9521685,-2.6900901
SY10,56.6,0.88,52.8394661,-3.1235551
WV7,62.9,0.91,52.6354827,-2.2794354
SY6,59.1,0.89,52.5371062,-2.791617
WR15,57.4,0.89,52.3054003,-2.5688982
SY9,51.0,0.84,52.4991445,-2.9906924
WV5,46.4,0.84,52.5341081,-2.2103369
SY22,64.9,0.99,52.7568466,-3.186804
DY12,49.4,0.85,52.3864341,-2.3329518
TF13,57.9,0.86,52.5787304,-2.5824227
WV15,56.3,0.86,52.5159774,-2.3744083
LL14,55.9,0.82,52.9909507,-3.0533052
TF8,63.6,0.96,52.6293306,-2.4821233
SY15,49.6,0.84,52.5532761,-3.1331948
CW3,53.6,0.9,52.9979416,-2.4084452
TF6,60.0,0.92,52.7362755,-2.5560077
WV6,44.5,0.82,52.5968273,-2.1827471
SY21,44.4,0.78,52.6581949,-3.2070323
LD7,41.8,0.69,52.351601,-3.0907216
DY7,20.3,0.77,52.466416,-2.2308062
WV8,41.6,0.8,52.6259036,-2.1876739
TF10,45.6,0.77,52.7694651,-2.3870759
ST19,39.8,0.81,52.7087806,-2.1473047
TF2,27.4,0.7,52.7002332,-2.4399297
S12,70.0,1.1,53.3482005,-1.4064871
WV18,72.0,1.1,nan,nan
