postcode,epc,hpr
TR17 0DR,50.2,0.85
PL15 7EW,74.3,1.15
PL14 4QX,41.8,0.73
TR13 8WE,75.8,1.06
TR7 1LD,61.4,0.67
TR8 5SE,68.8,1.04
PL31 2PJ,62.2,0.96
TR12 7RW,57.9,1.0
PL18 9QN,45.8,0.78
TR16 4NL,46.4,0.9
TR1 1WE,76.2,1.06
TR15 2HL,68.1,0.98
TR16 6GG,71.4,1.16
PL15 8UY,48.9,0.94
PL30 5HF,50.0,0.85
PL28 8DU,60.9,0.97
TR9 6GL,82.8,1.18
TR19 7LD,40.8,0.67
TR16 5TF,44.4,0.83
TR11 3BZ,56.0,0.63
EX23 8TA,59.0,0.99
TR15 1JJ,62.8,0.78
TR5 0RJ,61.0,0.94
TR27 4LN,56.3,0.73
PL10 1JN,35.0,0.8
PL15 8UJ,75.5,1.05
PL15 9DN,78.0,1.05
TR14 8PT,62.8,0.74
PL26 8DB,33.4,0.61
TR13 8TQ,53.5,0.7
EX22 6FN,74.9,1.15
PL26 6HT,44.3,0.88
PL14 6NS,55.7,0.92
TR1 3UR,62.5,0.94
PL12 6ES,60.1,0.81
PL15 8SE,55.0,0.94
PL14 4NP,40.4,0.78
EX23 9HW,64.7,0.91
PL15 9RF,60.4,0.97
PL26 8EY,61.2,0.98
PL31 2ET,63.6,0.92
TR14 8UB,59.1,0.86
EX23 9RQ,57.0,0.96
TR18 3FB,82.9,1.16
TR26 2FG,81.6,1.02
TR27 5BG,61.2,0.92
TR1 1UE,81.6,1.09
TR26 2BY,65.5,0.75
PL14 5BD,69.8,0.88
TR27 4AX,60.0,0.93
TR11 5GG,78.2,1.05
TR16 5LH,46.0,0.75
PL27 7TP,60.9,0.84
PL12 4BN,54.0,0.95
PL12 4JE,63.5,0.9
PL11 4ST,64.0,0.98
TR3 7AQ,59.3,0.97
TR11 3HT,53.9,0.77
TR8 4QY,83.2,1.15
TR11 5GS,83.1,1.17
EX23 8EU,60.7,0.89
TR2 5AF,75.5,1.13
TR18 3QY,63.8,0.88
TR16 5HX,37.6,0.78
TR18 3QX,64.0,0.87
TR2 4NE,59.5,0.98
PL15 7JZ,51.5,0.84
TR26 2JJ,65.5,0.96
TR13 8WL,82.8,1.17
PL10 1JS,40.6,0.86
TR27 4QD,66.9,1.0
PL13 2JY,43.4,0.84
PL12 4AH,52.3,0.75
TR11 5BJ,64.8,1.02
TR27 5BH,47.9,0.85
TR27 5BA,62.7,0.98
TR16 4JX,45.5,0.81
TR11 5JD,53.4,0.87
TR6 0LT,59.4,0.92
PL14 3NR,63.5,0.9
TR2 5EW,48.3,0.84
TR18 4PA,66.0,0.92
TR27 6BN,42.7,0.63
TR20 9PG,59.9,0.97
PL34 0DD,53.7,0.8
TR16 5RZ,41.6,0.67
TR15 2XG,69.4,1.01
TR15 1LP,45.4,0.69
TR1 3JF,57.9,0.65
PL13 2JN,62.4,0.94
PL14 4EQ,66.4,0.97
TR13 9LW,34.4,0.86
TR11 4HY,75.7,0.99
PL25 3UU,59.6,0.99
TR8 5RU,58.1,0.93
TR8 5RZ,43.0,0.78
TR7 2QW,79.9,1.01
TR6 0AS,47.2,0.86
TR15 3FP,82.7,1.1
PL11 2AW,55.5,0.82
PL13 2PJ,65.3,0.94
TR10 9BW,42.0,0.69
TR27 5AW,34.8,0.63
TR4 9RE,52.3,0.9
TR9 6ES,74.0,1.04
TR1 2DQ,58.8,0.93
TR20 8DF,44.1,0.82
PL30 3PH,51.5,0.88
TR14 0LL,51.0,0.95
TR10 9FB,82.4,1.09
EX23 9AD,68.5,0.91
TR14 7LP,52.6,0.74
PL12 4NB,70.7,0.98
TR20 8YT,31.8,0.76
TR26 1QW,41.5,0.6
PL15 9DP,40.6,0.65
TR16 6JN,34.8,0.76
TR6 0JA,53.3,0.88
PL26 7FA,80.5,1.17
TR7 3HU,63.4,0.97
PL13 2NA,48.0,0.87
TR7 2SQ,63.6,0.95
TR1 3PF,65.0,0.91
PL17 7HG,66.3,0.98
TR14 0FR,83.9,1.17
TR1 2FL,83.0,1.17
PL35 0EZ,49.6,0.9
TR1 1RQ,61.9,0.86
TR3 7JR,72.8,0.96
TR13 0SL,60.5,0.97
TR11 5XB,50.3,0.98
PL25 3BX,70.0,1.02
PL15 9EL,81.5,1.02
TR26 1SG,54.9,0.59
PL29 3RB,33.6,0.5
PL14 4BY,59.0,0.91
PL13 2PF,39.6,0.75
TR16 4EX,55.3,0.7
PL25 4GB,82.5,1.17
PL27 7QW,71.9,0.96
TR3 6DX,61.7,0.89
TR11 4NZ,63.2,0.91
TR8 4AE,53.3,0.95
PL26 8TR,48.8,0.93
PL10 1DL,50.5,0.88
PL13 2NB,24.8,0.57
PL14 6RN,46.8,0.82
EX23 8LH,63.8,0.87
PL13 2JP,46.8,0.86
TR19 6DD,51.4,0.94
TR3 7QY,57.2,0.97
TR10 8RE,63.0,0.86
PL25 5AY,82.6,1.07
PL11 2LA,69.7,0.85
PL25 3BZ,71.0,1.03
TR20 8DW,43.0,0.83
TR19 6FB,82.5,1.17
TR7 2PZ,57.1,0.81
TR4 9RA,56.4,0.96
PL14 3QQ,65.6,0.95
PL25 3NL,60.3,0.81
TR19 7JZ,44.7,0.74
TR11 4SS,61.1,0.97
PL15 8RU,32.6,0.62
EX23 8LX,70.1,0.9
TR27 4HH,64.8,0.71
PL27 7PA,49.2,0.78
TR12 7EN,56.3,0.97
PL17 7QH,60.7,0.96
PL26 6PS,56.3,0.93
PL17 7LL,34.0,0.73
TR8 4HJ,51.1,0.94
TR1 3EX,52.9,0.59
PL14 4NH,55.9,0.78
TR9 6RH,51.0,0.69
PL14 4ET,66.0,0.94
PL26 8QQ,24.0,0.65
TR14 8LE,71.9,0.95
PL15 7RW,56.4,0.9
TR13 9LP,49.8,0.89
TR10 9AE,46.5,0.84
PL14 6NF,45.3,0.79
TR4 8HD,53.5,0.94
PL24 2JZ,63.5,0.92
TR14 8QY,56.1,0.75
PL25 5NN,63.4,0.87
PL30 5BN,67.3,0.97
TR16 5HG,59.0,0.85
PL27 7GA,84.0,1.14
PL25 4RJ,62.6,0.91
TR6 0AX,52.3,0.85
EX23 9QU,45.4,0.82
EX23 8SX,78.7,1.05
TR16 4LS,38.7,0.7
TR12 7PD,39.6,0.79
TR14 7LH,54.5,0.78
PL25 4NS,50.6,0.72
PL26 6QT,28.5,0.53
TR3 6TZ,64.1,0.95
TR1 3TT,49.5,0.76
TR8 4GS,83.5,1.18
TR20 8XD,50.5,0.82
TR15 3AW,62.1,0.95
PL13 1ET,62.2,0.9
TR3 7EL,67.8,0.98
TR1 3DR,59.5,0.86
PL12 4UW,71.4,1.04
TR1 2EA,70.0,0.96
PL26 7TA,62.3,0.99
TR8 4FY,83.8,1.18
TR3 6RT,57.1,0.95
PL25 4EA,50.8,0.9
PL24 2EL,64.7,0.97
TR16 5BA,39.8,0.86
TR2 5LW,63.3,0.85
PL12 4PF,58.2,0.76
PL24 2DG,65.7,0.99
PL15 8LT,54.3,0.9
PL17 7NT,45.3,0.82
TR16 6HN,47.8,0.93
PL26 6BE,37.3,0.74
TR18 2HB,50.3,0.62
PL14 3UU,70.8,1.02
TR12 6AX,59.1,0.96
TR13 8SG,63.4,0.88
TR11 4PY,63.0,0.93
TR9 6BQ,62.7,0.92
PL27 7PR,60.4,0.82
PL13 2DL,55.4,0.82
TR26 1JE,46.0,0.63
TR3 7AR,34.0,0.72
TR13 8HF,63.0,0.87
EX23 9EX,47.5,0.66
TR26 3HX,35.5,0.8
TR12 6TD,39.5,0.71
PL14 5DW,48.9,0.87
TR14 7NB,54.1,0.76
TR10 8LZ,73.6,0.99
