district,epc,hpr
BB7,64.2,0.89
PR3,64.2,0.92
BB1,60.0,0.87
BD23,47.8,0.82
BB12,60.7,0.85
BB6,65.3,0.94
BB2,60.3,0.86
BB9,55.0,0.76
