sector,epc,hpr,lat,long
B49 5,62.4,0.85,-1.8873924431137723,52.2162056047904
CV36 4,66.8,0.97,-1.6414063188976389,52.071084555118105
CV47 2,62.5,0.95,-1.414002680851064,52.20091439148936
CV37 8,64.2,0.98,-1.7410063423913065,52.13664950271739
CV37 9,66.9,0.93,-1.7394479308176098,52.195973764150935
CV37 0,68.8,0.95,-1.706440691666666,52.21957486250002
CV47 8,64.5,0.93,-1.3407206813186812,52.25882635164836
B95 5,64.0,0.9,-1.7816556713615026,52.29798581220657
B80 7,64.0,0.9,-1.8923276682242989,52.273595845794375
CV35 9,66.5,0.96,-1.5900544494382025,52.19212250187267
B49 6,64.0,0.94,-1.850022786069652,52.21984167661693
B95 6,48.4,0.81,-1.7785379519230775,52.26082386538461
CV47 1,69.0,1.0,-1.381410537190083,52.25027623140495
B50 4,69.1,0.98,-1.85616962200957,52.16794706698563
CV37 6,64.1,0.84,-1.7080849465648855,52.19432327862593
CV37 7,68.1,0.96,-1.6671706593406597,52.17943880219784
WR11 8,64.0,0.92,-1.9011467227272725,52.13171667727276
CV47 0,71.9,0.98,-1.3937490246913582,52.2537504197531
OX17 1,46.4,0.79,-1.3326942780082986,52.11985678838175
B94 5,56.8,0.84,-1.8196371304347827,52.34416573291925
CV47 9,68.3,0.98,-1.394337911764706,52.28320898529413
CV35 8,58.1,0.9,-1.645859463519314,52.26740954935626
CV33 9,64.1,0.94,-1.4895385791245792,52.254698454545455
CV36 5,51.1,0.85,-1.5914087735849054,52.03997792452832
CV35 0,55.4,0.9,-1.5124166373626375,52.14712324175819
CV37 5,84.1,1.17,-1.748527,52.134032090909095
OX15 5,52.9,0.86,-1.4849853799999997,52.02338915199997
CV47 7,58.2,0.86,-1.2946171428571431,52.21071854285714
GL56 0,47.7,0.82,-1.6866774748427669,51.97473112578614
B98 9,57.4,0.9,-1.8964051521739127,52.31938481884055
GL56 9,51.1,0.89,-1.73023914,52.01327824000002
OX15 6,42.7,0.73,-1.4314042950819668,52.08000093442619
B96 6,58.9,0.87,-1.960254811320755,52.25171079245286
B94 6,55.0,0.88,-1.7708125754189945,52.35423459776535
CV31 1,54.0,0.88,-1.513931586419753,52.280218231481456
B48 7,44.0,0.83,-1.9469542548076928,52.354726783653845
NN11 6,33.9,0.59,-1.2545515867768602,52.20042494214875
GL55 6,62.2,0.92,-1.7692444482758622,52.06401555517245
B97 5,54.5,0.74,-1.9598582668711653,52.28698926380368
B50 5,41.0,0.77,nan,nan
CV35 7,74.0,1.07,-1.647417704663212,52.31234096891194
CV33 8,84.2,1.18,-1.4815771111111111,52.198940666666665
CV23 8,18.0,0.45,-1.247741804347827,52.314912309782606
OX7 5,49.5,0.94,-1.542177434131737,51.94544410778444
CV37 2,70.0,1.16,nan,nan
CV35 5,83.0,1.15,nan,nan
WD18 0,87.0,1.07,-0.4007807783251232,51.65177761083746
B47 6,72.0,1.02,-1.880533612244897,52.377899418367306
WR11 4,63.0,1.0,-1.948686561702128,52.10327260425532
CV47 4,55.5,0.86,-1.3963205714285716,52.24456471428572
