district,epc,hpr
TN6,63.8,0.91
BN24,64.9,0.92
BN27,67.1,0.96
TN21,62.2,0.91
TN20,58.9,0.85
TN22,62.4,0.91
BN26,63.0,0.91
BN8,54.2,0.87
TN5,59.5,0.85
TN3,54.4,0.82
BN20,59.8,0.87
RH19,70.0,1.0
BN22,63.6,0.91
RH17,47.0,0.8
RH18,59.8,0.83
TN7,52.6,0.79
TN33,49.6,0.86
BN23,67.2,0.99
TN19,55.2,0.93
TN2,81.4,1.11
TN8,48.0,0.77
BN25,44.4,0.76
TN39,50.7,0.81
BD24,81.7,1.12
