sector,epc,hpr,lat,long
TN6 3,61.6,0.88,0.2005220650406502,51.044829991869946
BN24 6,56.3,0.78,0.3562177902097904,50.81421081818183
BN27 3,67.4,0.95,0.2345360553745927,50.86643035830619
TN6 1,63.2,0.9,0.1565875678571427,51.0559744964286
TN21 8,64.0,0.92,0.2648088521400777,50.97072173151746
TN21 9,52.4,0.85,0.3095632764705884,50.94725391176471
TN20 6,58.9,0.85,0.2503676779661017,51.016791265536725
BN27 1,66.6,0.96,0.2685624112903226,50.87287239112904
TN22 2,66.6,0.95,0.0876737407407407,50.9856278148148
BN24 5,69.5,0.99,0.304849712195122,50.81864527317072
BN27 2,68.4,0.94,0.2652150518867924,50.85943534905661
BN27 4,66.2,0.99,0.2933747068273094,50.89090810843373
BN26 5,60.2,0.88,0.2116514957983193,50.81322574369741
BN26 6,65.1,0.93,0.2324722437275986,50.82787717921144
BN8 6,54.2,0.87,0.1253007580645161,50.88903452688173
TN22 1,64.8,0.9,0.1006436666666667,50.97565622943722
TN6 2,65.8,0.94,0.1729933879598661,51.05422797993313
TN22 5,63.6,0.93,0.1141200846905538,50.959462136807815
TN21 0,63.6,0.91,0.2317560452830189,50.95221074339622
TN5 6,59.5,0.85,0.3329336949152541,51.06595384322037
TN3 9,54.5,0.82,0.2168872268907563,51.10823374789919
BN20 9,59.8,0.87,0.2488859349112427,50.801734408284034
TN22 3,55.4,0.86,0.0594886666666666,51.0114735720721
RH19 4,44.4,0.7,-0.0211170119047619,51.10684358730158
BN22 0,63.6,0.91,0.2618842034632033,50.80396177056275
RH17 7,47.0,0.8,-0.0418590090090089,51.00966891891889
RH18 5,59.8,0.83,0.0359330492957746,51.09297908450703
BN20 0,60.0,0.87,0.2067461326530612,50.76183263265306
TN22 4,58.9,0.89,0.1474205999999999,50.99636666666665
TN3 8,51.6,0.8,0.3833357499999998,51.1010129351852
TN7 4,52.6,0.79,0.1025759191919191,51.09602417171716
RH19 3,72.7,1.04,0.0063537523809523,51.127403777777765
TN33 9,49.6,0.86,0.4315216153846155,50.8958218076923
BN23 8,67.2,0.99,0.2975290300751881,50.80904443609022
TN19 7,55.2,0.93,0.4056666595744682,51.00276210638297
TN2 5,81.4,1.11,0.2642351609195404,51.12156453256706
TN8 7,48.0,0.77,0.1151179861111111,51.17140788888889
BN25 4,44.4,0.76,0.1235576646341463,50.77194470731707
TN39 5,51.4,0.81,0.4636141311475406,50.85963030327868
BD24 5,81.7,1.12,nan,nan
BN8 4,53.0,0.73,-0.0071249217391304,50.95607843478262
BN8 5,43.1,0.69,0.052842120754717,50.901822615094346
TN39 4,40.2,0.76,0.4429298581560284,50.84811126595744
TN5 3,49.0,0.84,nan,nan
TN6 8,85.0,1.18,nan,nan
