district,epc,hpr
CO4,69.4,0.97
CO3,66.1,0.92
CO7,61.9,0.87
CO6,60.3,0.9
CO2,68.8,0.95
CO1,65.8,0.87
CO5,63.3,0.92
CM9,51.7,0.84
CO8,54.5,0.85
CO17,82.0,1.09
SO22,80.0,1.17
CO01,80.0,1.09
