district,epc,hpr
IG11,69.9,0.87
RM10,64.0,0.78
RM6,62.9,0.78
RM8,65.1,0.8
RM9,64.4,0.8
RM7,72.0,0.92
RM5,49.1,0.61
RM13,78.0,1.07
