district,epc,hpr
SO41,64.6,0.91
BH25,64.5,0.93
SO45,64.7,0.92
SO40,63.9,0.92
SP6,58.4,0.89
BH24,61.9,0.9
BH23,59.9,0.91
SO43,56.0,0.83
SO42,55.4,0.85
SO51,59.0,0.88
SP5,34.0,0.56
