district,epc,hpr
IP3,65.5,0.89
IP1,63.1,0.84
IP4,62.7,0.84
IP2,67.6,0.91
CR0,66.0,0.98
CA1,83.0,1.12
IP10,51.3,0.78
IP6,81.0,1.13
IP8,84.2,1.15
IP11,83.6,1.18
