sector,epc,hpr,lat,long
LL60 6,51.2,0.89,-4.275211873873873,53.2155434864865
LL61 6,47.1,0.85,-4.301304026143789,53.178270529411776
LL58 8,53.4,0.85,-4.099264367875649,53.28207466839383
LL61 5,60.8,0.9,-4.202488595744683,53.22396287234042
LL65 4,45.9,0.82,-4.494020947916668,53.32535486979168
LL77 7,61.9,0.92,-4.313088755364806,53.26022936909872
LL65 1,63.3,0.86,-4.639881282926831,53.31171834146342
LL63 5,44.9,0.84,-4.472170647619048,53.21866372380951
LL65 2,62.7,0.89,-4.621734659574471,53.29482878723405
LL72 8,47.4,0.86,-4.2400783181818165,53.35228915909092
LL68 9,56.3,0.86,-4.3481159216867455,53.40310159638551
LL74 8,49.3,0.9,-4.229378887500002,53.31921401250003
LL68 0,45.7,0.83,-4.455363731343283,53.38441247761195
LL65 3,57.8,0.89,-4.512765738396623,53.2793750168776
LL59 5,60.0,0.88,-4.160842209999999,53.23540784000002
LL69 9,48.0,0.85,-4.319684314285714,53.38622791428571
LL78 8,50.8,0.91,-4.259257249999999,53.318341875
LL64 5,49.3,0.86,-4.518270879310345,53.22870296551724
LL62 5,45.6,0.81,-4.385959554621849,53.21086267226892
LL75 8,47.0,0.87,-4.2163958813559335,53.28530333898306
LL75 7,40.5,0.72,-4.236364,53.271019
LL67 0,47.4,0.85,-4.456934803278688,53.41109393442623
LL77 8,57.4,0.94,-4.296684888888889,53.27407744444445
LL66 0,37.5,0.74,-4.4107296,53.37994785000001
LL63 3,35.3,0.81,nan,nan
LL71 8,52.2,0.85,-4.352039153846154,53.33516065384614
LL76 8,47.8,0.83,-4.239334222222222,53.30072888888889
LL70 9,46.8,0.89,-4.28812785,53.3637522
LL71 7,48.7,0.83,-4.40190490625,53.32038128125
LL78 7,45.9,0.78,-4.273238499999999,53.315660666666666
LL73 8,38.8,0.74,-4.244969833333333,53.335256166666674
LL66 9,40.5,0.79,-4.3844675,53.3773325
LL60 0,68.0,1.11,nan,nan
LL65 5,34.0,0.68,nan,nan
LL71 0,73.0,0.9,nan,nan
