district,epc,hpr
NW10,66.5,0.77
HA9,72.1,0.89
NW9,68.6,0.84
NW2,63.8,0.72
HA0,66.6,0.81
NW6,67.5,0.77
HA3,61.9,0.75
HA8,64.1,0.83
W10,69.8,0.85
HA1,57.7,0.75
W9,62.0,0.66
HA7,74.0,0.88
E9,88.0,1.05
