district,epc,hpr
BL2,62.9,0.87
BL4,64.4,0.89
BL1,63.7,0.87
BL3,63.0,0.87
BL7,63.1,0.88
BL5,65.2,0.92
BL6,64.3,0.89
M26,66.2,0.93
M46,55.9,0.84
WN2,56.0,0.74
WN1,42.2,0.76
BB1,81.0,1.13
BL8,28.0,0.7
