postcode,epc,hpr
ME7 1SD,55.8,0.67
ME7 1BF,79.2,0.99
ME7 3BF,85.2,1.18
ME1 2RX,59.9,0.82
ME7 1JD,60.3,0.7
ME7 1HA,78.6,1.0
ME4 5NY,51.7,0.62
ME7 2SZ,63.4,0.88
ME3 8FD,79.1,1.13
ME1 3HY,69.7,0.9
ME3 9FE,80.8,1.09
ME2 4JX,61.1,0.64
ME8 8PJ,52.5,0.91
ME8 9RY,67.8,0.88
ME5 0DF,66.2,0.94
ME4 6BZ,56.1,0.75
ME4 6RR,53.3,0.63
ME5 7EA,56.1,0.58
ME4 5LX,56.7,0.68
ME3 9PX,57.5,0.82
ME7 1DZ,59.9,0.73
ME3 9HL,59.6,0.84
ME4 4ZF,71.3,1.01
ME4 6EG,63.2,0.84
ME3 8LN,56.1,0.84
ME2 1FL,83.4,1.16
ME1 3PA,63.9,0.88
ME4 5DJ,58.4,0.62
ME7 2PZ,63.6,0.9
ME3 8TG,64.0,0.85
ME2 2LL,56.2,0.79
ME5 8HF,67.8,0.95
ME1 1GJ,83.8,1.08
ME5 9PJ,60.6,0.85
ME7 4SD,62.5,0.82
ME7 4EP,55.8,0.67
ME8 9PP,65.2,0.74
ME7 2NE,60.3,0.62
ME5 9SP,65.5,0.89
ME3 8HW,65.5,0.83
ME7 1SX,63.2,0.91
ME7 1QY,59.1,0.66
ME2 3RP,54.3,0.8
ME2 2UJ,67.5,0.92
ME7 2TL,69.8,0.96
ME5 8UE,71.1,0.99
ME7 1HY,56.3,0.62
ME4 5NQ,74.7,1.05
ME8 0HH,56.8,0.79
ME1 3NB,59.9,0.79
ME5 9UT,61.6,0.85
ME8 7EP,63.2,0.87
ME5 8PN,64.4,0.83
ME8 6JZ,67.8,0.76
ME5 0JW,66.4,0.91
ME1 2UF,78.1,0.99
ME7 1GL,83.5,1.06
ME2 4TB,60.0,0.7
ME8 7DT,61.4,0.85
ME3 8JS,57.0,0.89
ME2 2SF,65.1,0.69
ME7 1ER,58.6,0.65
ME2 2HE,71.3,0.89
ME5 0SF,66.3,0.84
ME1 1EZ,69.9,0.83
ME5 0QU,63.5,0.83
ME7 3RE,68.4,0.88
ME7 5NE,57.1,0.67
ME8 6RT,67.6,0.88
ME4 6NQ,71.3,0.98
ME7 2RF,60.1,0.74
ME3 9QA,25.5,0.65
ME2 1FW,83.5,1.16
ME5 8RA,69.0,0.92
ME4 6SJ,62.1,0.74
ME3 9HT,60.8,0.83
ME7 5RN,69.5,0.93
ME5 7EG,60.3,0.91
ME1 2XD,70.1,0.86
ME7 1DJ,70.9,0.83
ME8 8AT,63.3,0.78
ME7 3NN,45.5,0.8
ME1 3PQ,65.3,0.91
ME5 8TU,66.7,0.95
ME5 9HQ,70.4,0.96
